"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Power","Capacity","Age","Model Number","DQ Score"
"TOI","MAX","336325","Max Factor Glossfinity Nail PolishRed Passion 110","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","336326","Max Factor Glossfinity Nail Polish Ruby Fruit 185","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","336327","Max Factor False Lash Effect Clump DefyMascara Black","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","400906","Max Factor False Lash Effect Fusion Mascara Black","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","400948","Max Factor Creme Puff Compact Natural","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","400949","Max Factor Creme Puff Compact Golden","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","400956","Max Factor Lipfinity Lip Colour Just In Love 335","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","400958","Max Factor Glossfinity Nail Polish Top Coat 05","Maxfactor",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.81
"TOI","MAX","400959","Max Factor Glossfinity Nail Polish Desert Sand 25","Maxfactor",NA,"Brown","1",NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","400964","Max Factor Glossfinity Nail Polish FlushedRose 75","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","400967","Max Factor Glossfinity Nail Polish Disco Pink 120","Maxfactor",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.81
"TOI","MAX","400968","Max Factor Glossfinity Nail Polish Marshmallow 125","Maxfactor",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.81
"TOI","MAX","400981","Max Factor Max Effect Mini Nail Polish Plum 24","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","400982","Max Factor Max Effect Mini Nail Polish Orange 25","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","400983","Max Factor Max Effect Mini Nail Polish Cappucino 2","Maxfactor",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.81
"TOI","MAX","400984","Max Factor Max Effect Mini Nail Polish Jade 27","Maxfactor",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.81
"TOI","MAX","400987","Max Factor Max Effect Mini Nail Polish Lilac 30","Maxfactor",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.81
"TOI","MAX","400989","Max Factor Max Effect Mini Nail Polish Lollipop 33","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","400991","Max Factor Max Effect Mini Nail Polish CandyBlue 35","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","400992","Max Factor Max Effect Mini Nail Polish Noir 36","Maxfactor",NA,"Black","1",NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","400994","Max Factor Max Effect Mini Nail Polish PurpleHaze 38","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","400996","Max Factor Max Effect Mini Nail PolishMoon Dust 42","Maxfactor",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.81
"TOI","MAX","401000","Max Factor Glossfinity Nail Polish Candy Rose 50","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","401001","Max Factor Glossfinity Nail Polish Cute Coral 70","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","401004","Max Factor Glossfinity Nail PolishBurgundy Crush 155","Maxfactor",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.81
"TOI","MAX","408582","Max Factor Glossfinity Gel Shine Nail PolishVivid Vermillion 20","Maxfactor",NA,"Red","1",NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","408584","Max Factor Glossfinity Gel Shine Patent Poppy 25","Maxfactor",NA,"Red","1",NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","408854","Max Factor Glossfinity Gel Shine Nail PolishTwink Pink 30","Maxfactor",NA,"Pink","1",NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","408855","Max Factor Glossfinity Gel Shine Nail PolishLacquer Violet 35","Maxfactor",NA,"Pink","1",NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","408856","Max Factor Glossfinity Gel Shine Nail PolishGlazed Colbalt 40","Maxfactor",NA,"Blue","1",NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","408857","Max Factor Glossfinity Gel Shine Nail PolishGleaming Teal 45","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","408858","Max Factor Glossfinity Gel Shine Nail PolishRadiant Ruby 50","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","408859","Max Factor Glossfinity Gel Shine Nail PolishSparkberry 55","Maxfactor",NA,"Red","1",NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","408860","Max Factor Glossfinity Gel Shine Nail PolishSheen Merlot 60","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","408863","Max Factor Clump Defy Extensions Mascara Black","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","414734","Max Factor Creme Puff Blush Lovely Pink 5","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","414735","Max Factor Creme Puff Blush Nude Mauve 10","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","414736","Max Factor Creme Puff Blush Seductive Pink 15","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","425950","Max Factor Lipfinity Longlasting LipstickEvermore Sublime 20","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","425951","Max Factor Lipfinity Longlasting LipstickEver Sumptuous 25","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","425952","Max Factor Lipfinity Longlasting LipstickAlways Chic 40","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","425953","Max Factor Lipfinity Longlasting LipstickEver So Vivid 45","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","444131","Max Factor False Lash Epic Mascara Black","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","444132","Max Factor Smooth Miracle Primer","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","450853","Max Factor Matte Bullet Lipstick Nude 05","Maxfactor","7g",NA,"1",NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","450854","Max Factor Matte Bullet Sunkiss 10","Maxfactor","7g",NA,"1",NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","450855","Max Factor Matte Bullet Rose 20","Maxfactor","7g",NA,"1",NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","450857","Max Factor Natural Brow Styler 01 Clear","Maxfactor",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","MAX","450858","Max Factor Effect Mini Nail 23 Hot Pink","Maxfactor","7g",NA,"1",NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","451470","Max Factor Matte Bullet Love 35","Maxfactor","7g",NA,"1",NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","451471","Max Factor 2000 Cal Curl Addict Mascara Black","Maxfactor","7g",NA,"1",NA,NA,NA,NA,NA,NA,0.88
"TOI","MAY","425972","Maybelline Dr Rescue Nail Care Quick Dry DropsTop Coat","Garnier",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.81
"TOI","MAY","286418","Maybelline Color Sensational Lipstick 842Rosewood Pearl","Maybelline","4.2g","Red","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","295913","Maybelline Dream Satin Liquid Foundation 60Caramel 30ml","Maybelline","30ml","Brown","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","295932","Maybelline Dream Matte Mousse Foundation SPF 1560 Caramel","Maybelline","18g","Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","296759","Maybelline Color Sensational Lipstick 150 StellarPink","Maybelline","4.2g","Pink","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","296761","Maybelline Color Sensational Lipstick 338Midnight Plum","Maybelline","4.2g","Purple","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","296809","Maybelline SuperStay 7 Days Gel Nail PolishCrystal","Maybelline","10ml","Clear","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","296813","Maybelline SuperStay 7 Days Nail Polish 78Porcelain","Maybelline","10ml","Cream","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","296815","Maybelline SuperStay 7 Days Nail Polish 19 GoldenBrown","Maybelline","10ml","Brown","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","296818","Maybelline SuperStay 7 Days Gel Nail Polish 06Deep Red","Maybelline","10ml","Red",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","296844","Maybelline Dream Matte Mousse Foundation SPF 1504 Light Porcelain","Maybelline","18g","Cream","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","296845","Maybelline Dream Matte Mousse Foundation SPF 1505 Porcelain","Maybelline","18g","Cream",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","296846","Maybelline Dream Matte Mousse Foundation SPF 1510 Ivory","Maybelline","18g","Cream","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","296850","Maybelline Dream Matte Mousse Foundation SPF 15030 Sand","Maybelline","18g","Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","296851","Maybelline Dream Matte Mousse Foundation SPF 1540 Fawn","Maybelline","18g","Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","296852","Maybelline Dream Matte Mousse Foundation SPF 15048 Sun Beige","Maybelline","18g","Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","296856","Maybelline Dream Satin Liquid Foundation 20 Cameo30ml","Maybelline","30ml","Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","296857","Maybelline Dream Satin Liquid Foundation 21 Nude30ml","Maybelline","30ml","Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","296858","Maybelline Dream Satin Liquid Foundation 30 Sand30ml","Maybelline","30ml","Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","296859","Maybelline Dream Satin Liquid Foundation 40 Fawn30ml","Maybelline","30ml","Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","296860","Maybelline Dream Satin Liquid Foundation 48 SunBeige 30ml","Maybelline","30ml","Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","297220","Maybelline Master Precise Liquid Eyeliner Black","Maybelline","5g","Black",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","297411","Maybelline Master Drama Khol Eyeliner Ultra Black","Maybelline","5g","Black","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","302598","Maybelline Lasting Drama Gel Eyeliner 01 Black","Maybelline","50g","Black","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","302601","Maybelline Dream Lumi Touch Concealer 01 Ivory","Maybelline","1.8g","Cream","1",NA,NA,NA,NA,NA,NA,0.95
"TOI","MAY","302602","Maybelline Dream Lumi Touch Concealer 02 Nude","Maybelline","1.8g","Brown","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","302603","Maybelline Dream Lumi Touch Concealer 03 Sand","Maybelline","1.8g","Brown","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","302604","Maybelline SuperStay 24hr Dual Ended LipstickDelicious Pink","Maybelline","5.5ml","Pink","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","302605","Maybelline SuperStay 24hr Dual Ended LipstickRose Dust","Maybelline","5.5ml","Red","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","302606","Maybelline SuperStay 24hr Dual Ended LipstickRaspberry","Maybelline","5g","Red","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","302607","Maybelline SuperStay 24hr Dual Ended LipstickPlum Seduction","Maybelline","5.5ml","Purple","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","302610","Maybelline SuperStay 24hr Dual Ended LipstickAbsolute Plum","Maybelline","5.5ml","Purple","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","302612","Maybelline SuperStay 24hr Dual Ended Lipstick 510Red Passion","Maybelline","5g","Red","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","302616","Maybelline SuperStay 24hr Dual Ended LipstickSoft Taupe","Maybelline","5.5ml","Blue","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","302619","Maybelline SuperStay 7 Days Gel Nail Polish RosePoudre","Maybelline",NA,"Red","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","306946","Maybelline Superstay 7 Gel Nail Bubble Gum","Maybelline","10ml","Pink","1",NA,NA,NA,NA,NA,NA,0.95
"TOI","MAY","306949","Maybelline SuperStay 7 Days Gel Nail Polish 135Nude Rose","Maybelline",NA,"Pink","1",NA,NA,NA,NA,NA,NA,0.88
"TOI","MAY","306954","Maybelline Color Sensational Lipstick 547Pleasure Me Red","Maybelline","6.8ml","Red",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","309815","Maybelline Color Sensational Lip Liner 140Intense Pink","Maybelline","5g","Pink",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","309816","Maybelline Color Sensational Lip Liner 338Midnight Plum","Maybelline","5g","Purple",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","309817","Maybelline Color Sensational Lip Liner 540Hollywood Red","Maybelline","5g","Wood",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","309818","Maybelline Color Sensational Lip Liner 547Pleasure Me Red","Maybelline","5g","Red",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","311644","Maybelline Liner Express Eyeliner Black","Maybelline",NA,"Black","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","321044","Maybelline Color Tattoo 24hr Cream Eyeshadow 05Eternal Gold","Maybelline","50g","Gold","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","321045","Maybelline Color Tattoo 24hr Cream Eyeshadow 35On and On Bronze","Maybelline","50g","Metal","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","329667","Maybelline Fit Me! Concealer 10 Light","Maybelline","6.8ml","Brown","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","329669","Maybelline Fit Me! Concealer 20 Sand","Maybelline","6.8ml","Brown","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","329683","Maybelline Master Smoky Eyeliner Pencil SmokyBlack","Maybelline","5g","Black",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","329693","Maybelline SuperStay 7 Days Gel Nail PolishDivine Wine","Maybelline","10ml","Purple","1",NA,NA,NA,NA,NA,NA,1
"TOI","MAY","329694","Maybelline Master Shape Eyebrow Pencil Dark Blond","Maybelline","5g","Blonde",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","329695","Maybelline Master Shape Eyebrow Pencil Soft Brown","Maybelline","5g","Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","329697","Maybelline SuperStay 7 Days Gel Nail Polish 76French Manicure","Maybelline","10ml","Cream",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","332684","Maybelline Color Show Nail Polish Ocean Blue","Maybelline",NA,"Blue","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","332776","Maybelline Color Show Nail Polish 677 Blackout","Maybelline",NA,"Black","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","332779","Maybelline Color Show Nail Polish Electric Yellow","Maybelline",NA,"Yellow","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","332780","Maybelline Color Show Nail Polish 352 DowntownRed","Maybelline",NA,"Red","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","332794","Maybelline Color Show Nail Polish 130 Winter Baby","Maybelline",NA,"White","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","332795","Maybelline Color Show Nail Polish 349 Power Red","Maybelline",NA,"Red","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","332796","Maybelline Color Show Nail Polish 150 Mauve Kiss","Maybelline",NA,"Purple","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","332799","Maybelline Color Show Nail Polish 342 Coral Craze","Maybelline",NA,"Orange","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","332800","Maybelline Color Show Nail Polish 46 SugarCrystals","Maybelline",NA,"Wood","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","332807","Maybelline Color Show Nail Polish 110 Urban Coral","Maybelline",NA,"Green","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","332811","Maybelline Color Show Nail Polish 77 Nebline","Maybelline",NA,"Red","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","332817","Maybelline Color Sensational Vivids Lipstick 902Fuchsia Flash","Maybelline",NA,"Pink","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","332819","Maybelline Color Sensational LipstickNeon Red","Maybelline",NA,"Red","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","340046","Maybelline SuperStay 24H Face Powder 010 IvoryIvory","Maybelline",NA,"Cream","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","340078","Maybelline SuperStay 24H Face Powder 021 NudeNude","Maybelline",NA,"Brown","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","340079","Maybelline Baby Lips Lip Balm Cherry Me","Maybelline",NA,"Red","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","340080","Maybelline Baby Lips Lip Balm Hydrate","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","340081","Maybelline Baby Lips Lip Balm Pink Punch","Maybelline",NA,"Pink","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","340082","Maybelline Brow Drama Sculpting Mascara DarkBrown","Maybelline",NA,"Brown","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","340136","Maybelline Brow Drama Sculpting Mascara MediumBrown","Maybelline",NA,"Brown","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","347615","Maybelline Volum' Express Rocket WaterproofMascara Very Black 9.6ml","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","347618","Maybelline Volum' Express Colossal Mascara SmokyBlack","Maybelline",NA,"Black","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","347620","Maybelline Volum' Express Colossal WaterproofMascara Black","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","347621","Maybelline Volum' Express Colossal Mascara Black","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","347622","Maybelline Volum' Express Colossal Mascara 100Percent Black","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","347626","Maybelline Great Lash Mascara Very Black","Maybelline",NA,"Black","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","347627","Maybelline Mascara Great Lash Blackest Black","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","347628","Maybelline Great Lash Waterproof Mascara VeryBlack","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","347630","Maybelline Volum' Express The Falsies WaterproofMascara Black","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","347631","Maybelline Volum' Express The Falsies MascaraBlack Drama Extreme 8.2ml","Maybelline",NA,"Black","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","347643","Maybelline Matte Maker Mattifying Face Powder 10Classic Ivory","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","347644","Maybelline Matte Maker Mattifying Face Powder 20Nude Beige","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","350911","Maybelline Colossal Mascara Go Extreme Volum'Black","Maybelline",NA,"Black","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","350912","Maybelline Colossal Waterproof Mascara Go ExtremeVolum' Black","Maybelline",NA,"Black","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","401017","Maybelline Master Drama Khol Eyeliner CharcoalGrey","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","401020","Maybelline Master Smoky Eyeliner Pencil Chocolate","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","401047","Maybelline SuperStay 7 Days Gel Nail Polish BerryStain","Maybelline",NA,"Purple","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","401048","Maybelline SuperStay 7 Days Gel Nail Polish Mintfor Life","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","401054","Maybelline SuperStay 7 Days Gel Nail PolishUptown Blue","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","401055","Maybelline SuperStay 7 Days Gel Nail Polish Pinkin the Park","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","401062","Maybelline Color Show St Artist Nail Polish WhiteSplatter","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","401067","Maybelline Color Show Crystal Nail Polish RoseChic","Maybelline",NA,"Brown","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","401083","Maybelline Color Show Nail Polish Bubblicious","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","401101","Maybelline Color Show Nail Polish 293 Glitter It","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","401102","Maybelline Color Show Nail Polish Love ThisSweater","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","401138","Maybelline Color Sensational Lipstick 725Tantalizing Taupe","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","401140","Maybelline Baby Skin Pore Eraser Primer 22ml","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","401142","Maybelline Big Eyes Eyeliner White Black","Maybelline",NA,"Black","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","401152","Maybelline Matte Maker Mattifying Face Powder 50Sun Beige","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","401153","Maybelline Matte Maker Mattifying Face Powder 30Natural Beige","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","401156","Maybelline Master Precise Liquid Eyeliner Brown","Maybelline",NA,"Brown","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","401161","Maybelline Master Kajal Kohl Eyeliner Pitch Black","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","401171","Maybelline Color Tattoo 24hr Leather Effect CreamEyeshadow 98 Creamy Beige","Maybelline",NA,"Brown","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","401175","Maybelline Color Tattoo 24hr Cream Eyeshadow 40Permanent Taupe","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","401178","Maybelline Color Tattoo 24hr Cream Eyeshadow 65Pink Gold","Maybelline",NA,"Pink","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","403198","Maybelline Color Show Nail Polish Latte","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","403199","Maybelline SuperStay 24H Face Powder 030 Sand","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","403200","Maybelline SuperStay 24H Face Powder 040 Fawn","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","409124","Maybelline Color Drama Intense Velvet Lip Pencil140 Minimalist","Maybelline",NA,"Brown","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","409126","Maybelline Color Drama Intense Velvet Lip Pencil210 Keep it Classy","Maybelline",NA,"Red","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","409131","Maybelline Color Drama Intense Velvet Lip Pencil520 Light It Up","Maybelline",NA,"Red","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","409132","Maybelline Color Drama Intense Velvet Lip Pencil630 Nude Perfection","Maybelline",NA,"Brown","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","409144","Maybelline Brow Satin Duo Eyebrow Pencil MediumBrown","Maybelline",NA,"Brown","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","409145","Maybelline Brow Satin Duo Eyebrow Pencil DarkBrown","Maybelline",NA,"Brown","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","409146","Maybelline Brow Satin Duo Eyebrow Pencil DarkBlond","Maybelline",NA,"Yellow","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","409150","Maybelline Great Lash Big Mascara Blackest Black","Maybelline",NA,"Black","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","409151","Maybelline Dream Satin Liquid Foundation 45 LightHoney 30ml","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","409152","Maybelline Colossal Go Extreme Volum' MascaraLeather Black","Maybelline",NA,"Black","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","409153","Maybelline Dream Matte Mousse Foundation SPF 15Vanilla","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","415903","Maybelline SuperStay 24hr Lipstick Ultimate Red560 Red Alert","Maybelline",NA,"Red","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","415907","Maybelline Color Sensational Lipstick 418 PeachPoppy","Maybelline",NA,"Orange","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","415919","Maybelline Color Sensational Lipstick 220 SugarPlum","Maybelline",NA,"Blue","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","415929","Maybelline Lasting Drama Gel Eyeliner Pen BlackExcess","Maybelline",NA,"Black","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","415933","Maybelline Volum' Express Mascara Turbo Black","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","415934","Maybelline Volum' Express Mascara Lift Black","Maybelline",NA,"Black","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","415937","Maybelline Dream Matte Mousse Foundation SPF 1570 Cocoa","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MAY","415941","Maybelline Dream Matte Mousse Foundation 08 LightBeige","Maybelline",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
