"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Washable","Capacity","Age","Model Number","DQ Score"
"TOI","MED","280371","Lemsip Max Cold and Flu Capsules 16pk","Lemsip",NA,NA,"16pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","284642","Lemsip All in One Capsules 8pk","Lemsip",NA,NA,"8pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","296555","Lemsip Max Blackcurrant Sachets 10pk","Lemsip",NA,NA,"10pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","296556","Lemsip Max All in 1 Cold and Flu Capsules 16pk","Lemsip",NA,NA,"16pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","330044","Lemsip Cough Mucus Sachets 10pk","Lemsip",NA,NA,"10pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","330047","Lemsip Cough Mucus Cough Capsules 16pk","Lemsip",NA,NA,"16pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","33658","Lemsip Cold and Flu Lemon 10pk","Lemsip",NA,NA,"10pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","351392","Lemsip Max Day and Night Capsules 16pk","Lemsip",NA,NA,"16",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","409277","Lemsip Cough Chesty Drink Sachets 10pk","Lemsip",NA,NA,"10",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","423969","Lemsip Max All In One Lemon 4 Sachets","Lemsip",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","423970","Lemsip Max All In One Lemon 8 Sachets","Lemsip",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","444889","Lemsip Chesty Cough Liquid 180ml","Lemsip",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","MED","444890","Lemsip Dry Cough Liquid 180ml","Lemsip",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","MED","453228","Jelly Bears Multivitamin Strawberry 120g","Millhouse",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.8625
"TOI","MED","453229","Jelly Bears Calcium Strawberry 120g","Millhouse",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.8625
"TOI","MED","280548","Freeze Spray 150ml","Muscle Pain",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.8625
"TOI","MED","280549","Heat Spray 150ml","Muscle Pain",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.8625
"TOI","MED","100637","Nurofen Ibuprofen Tablets 12pk","Nurofen",NA,NA,"12pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","214973","Nurofen Ibuprofen 8pk","Nurofen","8 Pack",NA,"8pk",NA,NA,NA,NA,NA,NA,1
"TOI","MED","260334","Nurofen Express Ibuprofen 259mg 12pk","Nurofen","256mg",NA,"12pk",NA,NA,NA,NA,NA,NA,1
"TOI","MED","280373","Nurofen Ibuprofen Express 16pk","Nurofen","200mg",NA,"16pk",NA,NA,NA,NA,NA,NA,1
"TOI","MED","280385","Nurofen Ibuprofen Express Liquid 10pk","Nurofen","200mg",NA,"10pk",NA,"No",NA,NA,"12 Years",NA,0.65
"TOI","MED","281092","Nurofen for Children Strawberry 100ml","Nurofen",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","296559","Nurofen Ibuprofen 16pk","Nurofen",NA,NA,"16pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","296560","Nurofen Ibuprofen Express 16pk","Nurofen",NA,NA,"16pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","297481","Nurofen for Children Oral Suspension Strawberry100ml","Nurofen","100ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","305353","Nurofen Ibuprofen Express Tablets 256mg 16pk","Nurofen",NA,NA,"16pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","308728","Nurofen Ibuprofen 200mg 16pk","Nurofen","16 Pack",NA,"16pk",NA,NA,NA,NA,NA,NA,1
"TOI","MED","342565","Nurofen Cold and Flu Relief Tablets 16pk","Nurofen",NA,NA,"16pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","342567","Nurofen for Children Cold and Flu 100ml","Nurofen","100ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","407665","Nurofen Migraine 12pk","Nurofen",NA,NA,"12pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","423967","Nurofen Sinus Pain Relief Tablets 16pk","Nurofen",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","423968","Nurofen Blocked Nose and Sinus Relief Tablets16pk","Nurofen",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","430551","Nurofen Joint and Back Tablets 16pk","Nurofen","256mg",NA,"16pk",NA,NA,NA,NA,NA,NA,1
"TOI","MED","430553","Nurofen Joint and Back Caps 16pk","Nurofen","200mg",NA,"16pk",NA,NA,NA,NA,NA,NA,1
"TOI","MED","453076","Nurofen Joint Back Relief Max 10% 40ml","Nurofen",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","274158","Nytol Herbal 30pk","Nytol",NA,NA,"30pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","126585","Combe Odoreaters Super Tuff 2pk","Odour-Eaters",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.8625
"TOI","MED","207480","Odor-Eaters Foot and Shoe Spray 150ml","Odour-Eaters","150ml",NA,"1",NA,NA,NA,NA,NA,NA,0.95
"TOI","MED","352437","Oilatum Bath Formula 150ml","Oilatum","150ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","352438","Oilatum Cream 50g","Oilatum","50g",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","181806","Olbas Inhaler Nasal Stick","Olbas","695mg",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","33559","Olbas Oil Inhalant Decongestant 10ml","Olbas","10ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","280388","Optrex Brightening Eye Drops 10ml","Optrex","10ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","430555","Optrex Contlens Eyedrops 10ml","Optrex","10ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","230471","Vitabiotics Osteocare Original Tablets 30pk","Osteocare",NA,NA,"30pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","280488","Otex Ear Drops Express 10ml","Otex","10ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","195968","Otrivine Adult Nasal Spray 10ml","Otrivine","10ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","406781","Otrivine Congestion Relief 10ml","Otrivine","10ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","274159","Panadol Advance Tablets Compact 16pk","Panadol",NA,NA,"16pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","304169","Panadol Extra Advance 14pk","Panadol",NA,NA,"14pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","453192","Panadol Original Tablets 500mg 12's","Panadol",NA,NA,"12",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","453091","Paw Patrol Bump Soother","Paw Patrol",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","343782","Peach Vapour Rub 50g","Peach Ethical",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.8625
"TOI","MED","453092","Peppa Pig Forehead Thermometer","Peppa Pig",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","189392","Piriteze Allergy Tablets 10mg 7pk","Piriteze",NA,NA,"7pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","279259","Piriteze Syrup 70ml","Piriteze",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","280480","Piriteze Allergy Tabs 12pk","Piriteze",NA,NA,"12pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","454674","Pirinase Hayfever Nasal Spray 60 Doses","Piriteze",NA,NA,"60",NA,NA,NA,NA,NA,NA,0.8625
"TOI","MED","406789","Potters Chesty Cough Pastilles 20pk","Potters",NA,NA,"20",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","230470","Pregnacare 30pk","Pregnacare",NA,NA,"30pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","280584","Pro Plus Caffeine 24pk","Pro Plus",NA,NA,"24pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","117911","Rennie Peppermint 24 Tablets","Rennie",NA,NA,"24pk",NA,"No",NA,NA,NA,NA,0.65
"TOI","MED","172978","Rennie Spearmint 24pk","Rennie",NA,NA,"24pk",NA,"No",NA,NA,"6 Years",NA,0.65
"TOI","MED","223586","Rennie Sugar Free 24pk","Rennie",NA,NA,"24pk",NA,"No",NA,NA,"5 Years",NA,0.65
"TOI","MED","239580","Rennie Peppermint 48pk","Rennie",NA,NA,"48pk",NA,"No",NA,NA,"6 Years",NA,0.65
"TOI","MED","239581","Rennie Spearmint 48pk","Rennie",NA,NA,"48pk",NA,"No",NA,NA,"6 Years",NA,0.65
"TOI","MED","274456","Rennie Deflatine 36pk","Rennie",NA,NA,"36pk",NA,"No",NA,NA,NA,NA,0.65
"TOI","MED","330063","Rennie Orange 48pk","Rennie",NA,NA,"48pk",NA,"No",NA,NA,NA,NA,0.65
"TOI","MED","113276","Savlon Antiseptic Cream 30g","Savlon","30g",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","101221","Scholl Footcare Corn Cushions x9","Scholl",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","101225","Scholl Footcare Corn Removal Plasters","Scholl",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","101267","Scholl Footcare Pressure Point Foam Padding","Scholl",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","209922","Scholl Footcare Comfort Insoles 1 pair","Scholl",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","216744","Scholl Party Feet Resuable Gel Cushion 1 Pair","Scholl",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","248777","Scholl Footcare Gel Insoles 1 Pair","Scholl",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","254427","Scholl Footcare Verruca Removal System Medicated","Scholl",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","318684","Scholl Footcare Hard Skin Cream 60ml","Scholl",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","319141","Scholl Footcare Dry Skin Recovery Cream 60ml","Scholl",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","332830","Scholl Footcare Cracked Heel Repair Cream  60ml","Scholl","60ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","332834","Scholl Footcare For Dry Feet Anti-Perspirant 150ml","Scholl","150ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","342569","Scholl Verruca Removal Gel 10g","Scholl","10g",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","350996","Scholl Footcare Velvet Pedi","Scholl",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","351010","Scholl Fungal Nail 3.8ml","Scholl","3.8ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","351012","Scholl Footcare Athletes Foot Spray 150ml","Scholl","150ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","412398","Scholl Gel Activ Everyday Women Insole","Scholl",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","412399","Scholl Gel Activ Everyday Men Insole","Scholl",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","430559","Scholl Gelactiv Flat Shoe","Scholl",NA,NA,"1pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","430560","Scholl Gelactiv Everyday","Scholl",NA,NA,"1pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","430561","Scholl Gel Activ Extreme Heel","Scholl",NA,NA,"1pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","430563","Scholl Nail Gadget","Scholl",NA,NA,"1pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","444885","Scholl Light Legs Small","Scholl",NA,NA,"2",NA,NA,NA,NA,NA,NA,0.775
"TOI","MED","444887","Scholl Nail Gadget Gift Set","Scholl",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","444888","Scholl Pedicure Gadget Gift Pack","Scholl",NA,NA,"2",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","453090","Scholl Velvet Smooth Regular Coarse Pedi Refill2pk","Scholl",NA,NA,"48",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","226470","Senna Tablets 24pk","Senna",NA,NA,"24pk",NA,"No",NA,NA,"12+",NA,0.65
"TOI","MED","195317","Senokot Constipation Relief Senna Tablets 20pk","Senokot",NA,NA,"20pk",NA,"No",NA,NA,"12 Years",NA,0.65
"TOI","MED","215873","Senokot Constipation Relief Max Strength 24pk","Senokot",NA,NA,"24pk",NA,"No",NA,NA,"12 Years",NA,0.65
"TOI","MED","274217","Seven Seas Cod Liver Oil Extra High Strength 30pk","Seven Seas",NA,NA,"30",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","274221","Seven Seas Cod Liver Oil Extra High Strength 300ml","Seven Seas","300ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","330042","Seven Seas Complete Joint Care 10pk","Seven Seas",NA,NA,"10pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","330043","Seven Seas Original Cod Liver Oil 170ml","Seven Seas","170ml",NA,NA,NA,NA,NA,NA,NA,NA,0.8625
"TOI","MED","351630","Seven Seas Jointcare 30pk","Seven Seas","30pk",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","351663","Seven Seas Jointcare Advance 15pk","Seven Seas",NA,NA,"15pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","351665","Seven seas Trying For A Baby 28pk","Seven Seas",NA,NA,"28pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","351735","Seven Seas Multibionta 28pk","Seven Seas",NA,NA,"28pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","351736","Seven Seas Multibionta 50+ 30pk","Seven Seas",NA,NA,"30pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","351737","Seven Seas A-Z Multivitamins 28pk","Seven Seas",NA,NA,"28pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","49940","Seven Seas Pure Cod Liver Oil Capsules 525mg x 60","Seven Seas",NA,NA,"60pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","74124","Seven Seas Multivitamin Cod Liver Oil 30pk","Seven Seas",NA,NA,"30pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","84089","Seven Seas Pure Cod Liver Oil 140s","Seven Seas",NA,NA,"140pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","209892","Solpadeine Headache Soluble 16pk","Solpadeine",NA,NA,"16pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","260427","Strepsils Honey and Lemon Lozenges 16pk","Strepsils",NA,NA,"16pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","296553","Strepsils Honey and Lemon Lozenges 36pk","Strepsils",NA,NA,"36pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","297412","Strepsils Original Lozenges 16pk","Strepsils",NA,NA,"16pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","423972","Strepsils Extra Triple Action Blackcurrant 24pk","Strepsils",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","296681","Sudafed Blocked Nose Spray 15ml","Sudafed",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","296684","Sudafed Blocked Nose 12pk","Sudafed",NA,NA,"12pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","296686","Sudafed Blocked Nose and Sinus Tabs 16pk","Sudafed",NA,NA,"16pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","304193","Sudafed Mucus Relief Tablets 16pk","Sudafed",NA,NA,"16pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","273788","Sweetex Sweetners 800pk","Sweetex",NA,NA,"800pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","213999","TCP Liquid Antiseptic 200ml","TCP","200ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","238926","ThermaCare Heatwraps Lower Back and Hip","Thermacare","L/XL",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","32757","Throaties Strong Original 10pk","Throaties",NA,NA,"10pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","209880","Tixylix Chesty Dry Toddler Cough Syrup 100ml","Tixylix","100ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","332838","Tums Jar Tabs 75pk","Tums",NA,NA,"75pk",NA,"No",NA,NA,NA,NA,0.65
"TOI","MED","174100","Vagisil Medicated Creme 30g","Vagisil","30g",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","MED","223437","Vicks Sinex Micromist Nasal Spray 15ml","Vicks","15ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","238925","Vicks First Defence Micro-Gel Nasal Spray 15ml","Vicks","15ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","33552","Vicks Inhaler Nasal Stick 0.5ml","Vicks",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","33554","Vicks Sinex Decongestant Nasal Spray 20ml","Vicks","20ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","432495","Vicks Vapoease Patch 5pk","Vicks",NA,NA,"5",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","70377","Vicks VapoRub 50g","Vicks","50g",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","32668","Victory V Lozenges 36g","Victory",NA,NA,"15pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","350538","Feroglobin 30pk","Vitabiotics",NA,NA,"30pk",NA,NA,NA,NA,NA,NA,0.8625
"TOI","MED","350539","Perfectil Hair Nails and Skin 30pk","Vitabiotics",NA,NA,"30pk",NA,NA,NA,NA,NA,NA,0.8625
"TOI","MED","351927","Menopace 30pk","Vitabiotics",NA,NA,"30",NA,NA,NA,NA,NA,NA,0.81
"TOI","MED","230482","Voltarol Pain-eze Emulgel 30g","Voltarol","30g",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","403128","Voltarol Paineze Emulgel 50g","Voltarol",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","351930","Vitabiotics Wellman Original Tablets30pk","Wellman",NA,NA,"30",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","351928","Wellwomen 30pk","Wellwoman",NA,NA,"30",NA,NA,NA,NA,NA,NA,0.81
"TOI","MED","142455","Wilko Paracetamol 500mg 16pk","Wilko",NA,NA,"16pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","142469","Wilko Paracetamol 500mg 16pk","Wilko",NA,NA,"16pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","142471","Wilko Aspirin 300mg 16pk","Wilko",NA,NA,"16pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","155509","Wilko Antiseptic Cream 30g","Wilko","30g",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","168279","Wilko Muscle Rub 40g","Wilko","40g",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","172921","Wilko Paracetamol 500mg 16pk","Wilko",NA,NA,"16pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","172922","Wilko Long Lasting Pain Relief Ibuprofen 8pk","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","172926","Wilko Diarrhoea Relief Capsules 6pk","Wilko",NA,NA,"6pk",NA,"No",NA,NA,"12 Years",NA,0.65
"TOI","MED","188558","Wilko Hayfever Relief 10mg 14pk","Wilko",NA,NA,"14pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","193366","Wilko Ibuprofen 200mg 16pk","Wilko",NA,NA,"16pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","193368","Wilko Max Strength Cold and Flu Capsules 16pk","Wilko",NA,NA,"16pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","202599","Wilko Decongestant Nasal Spray 15ml","Wilko","15ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","220214","Wilko Non-Drowsy Decongestant With ParacetamolCapsules 16pk","Wilko",NA,NA,"16pk",NA,"No",NA,NA,"6 Years",NA,0.65
"TOI","MED","235943","Wilko Max Strength Cold and Flu Relief Sachets10pk","Wilko",NA,NA,"10pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","245113","Wilko Sinus Relief Max Strength 16pk","Wilko",NA,NA,"16pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","249131","Wilko Cold and Flu Day and Night 16pk","Wilko",NA,NA,"16pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","253598","Wilko Nicotine Lozenges Sugar Free 2mg 36pk","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MED","253599","Wilko Nicotine Lozenges Sugar Free 4mg 36pk","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","MED","274454","Wilko Calamine Lotion 200ml","Wilko","200ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","284233","Wilko One a Day Hayfever and Allergy Relief 14pk","Wilko",NA,NA,"14pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","290985","Wilko Flu Max All In One Chesty Cough 10 Sachets","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","290986","Wilko Flu Max All In One Chesty 16pk","Wilko",NA,NA,"16pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","291336","Wilko Rapid Relief 12pk","Wilko",NA,NA,"12pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","307799","Wilko Eye Drops Refresh 15ml","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","307800","Wilko Spectacle Wipes 26pk","Wilko",NA,NA,"26pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","307801","Wilko Eye Bath And Wash 200ml","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","307804","Wilko Saline Solution 360ml","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","307862","Wilko Blister Plaster 5pk","Wilko",NA,NA,"5pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","307957","Wilko Washproof Tape 5 x 2.5m","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","307999","Wilko Slimming Aid 30pk","Wilko","200mg",NA,"30pk",NA,NA,NA,NA,NA,NA,1
"TOI","MED","308000","Wilko Sleep Aid 30pk","Wilko",NA,NA,"30pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","308001","Wilko Stress Relief  30pk","Wilko",NA,NA,"30pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","308002","Wilko Energy Release One a Day Effervescent 20pk","Wilko",NA,NA,"20pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","308006","Wilko Vitamin C and Zinc TabletsEffervescent 20pk","Wilko",NA,NA,"20",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","308008","Wilko Vitamin C Chewable One a Day 500mg 30pk","Wilko","500mg",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","308372","Wilko Omega 3 6 and 9 Capsules 30pk","Wilko",NA,NA,"30pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","308380","Wilko Multivitamins and Cod Liver Oil One a DayCapsules 30pk","Wilko",NA,NA,"30pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","308381","Wilko Menopause Nutrients Capsules 30pk","Wilko",NA,NA,"30pk",NA,NA,NA,NA,NA,NA,0.86
"TOI","MED","308456","Wilko Womans Health Multivitamins and Minerals30pk","Wilko",NA,NA,"30pk",NA,NA,NA,NA,NA,NA,0.86
"TOI","MED","308471","Wilko Dispersible Aspirin 16pk","Wilko",NA,NA,"16pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","308582","Wilko Mucus Cough 200ml","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","309985","Wilko Plaster Clear 40pk","Wilko",NA,NA,"40pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","312021","Wilko Eyelid Spray","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","330041","Wilko Energy Extra Tablets 30pk","Wilko",NA,NA,"30pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","33673","Wilko Chesty Cough 200ml","Wilko","200ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","340709","Wilko Cod Liver Oil Liquid 300ml","Wilko","300ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","340710","Wilko Glucosamine 750mg 30pk","Wilko",NA,NA,"30pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","340711","Wilko Multi Vitamin 180pk","Wilko",NA,NA,"180pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","340713","Wilko Multi Vitamin And Iron Tablets 60pk","Wilko",NA,NA,"60pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","340714","Wilko Multi Vitamin A-Z 30pk","Wilko",NA,NA,"30pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","340715","Wilko Multivitamins and Minerals 30pk","Wilko",NA,NA,"30pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","340718","Wilko Vitamin C Slow Release 30pk","Wilko",NA,NA,"30pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","340721","Wilko Cod Liver Oil Capsules 30pkHigh Strength","Wilko",NA,NA,"30pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","340722","Wilko Hi Omega 3 30pk","Wilko",NA,NA,"30pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","340723","Wilko Garlic Extract 60pk","Wilko",NA,NA,"60pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","340725","Wilko Omega 3 30pk","Wilko",NA,NA,"30pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","340752","Wilko Cod Liver Oil 180pk","Wilko",NA,NA,"180pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","340753","Wilko Evening Primrose Oil 180pk","Wilko",NA,NA,"180pk",NA,NA,NA,NA,NA,NA,0.86
"TOI","MED","340755","Wilko High Strength Cod Liver 90pk","Wilko",NA,NA,"90pk",NA,NA,NA,NA,NA,NA,0.9125
