"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Power","Capacity","Model Number","DQ Score"
"HOU","SWE","169291","Wilko Electrolux or Zanussi Vacuum Cleaner Bags5pk","Wilko","5 Pack","Brown",NA,NA,NA,NA,NA,"Code 3",0.941666666666667
"HOU","SWE","169295","Wilko Panasonic on Samsung  Vacuum Cleaner Bags5pk","Wilko","5 Pack","Brown",NA,NA,NA,NA,NA,NA,0.883333333333333
"HOU","SWE","169296","Wilko Hoover Vacuum Cleaner Bags 5pk","Wilko",NA,"Brown",NA,NA,NA,NA,NA,"Code 15",0.883333333333333
"HOU","SWE","174869","Wilko Henry Vacuum Cleaner Bags for Henry 5pk","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"HOU","SWE","199036","Wilko  Electrolux Vacuum Cleaner Bags 5pk","Wilko","5 Pack","Brown",NA,NA,NA,NA,NA,NA,0.883333333333333
"HOU","SWE","296407","Wilko  Electrolun and Hoover Vacuum Cleaner Bags5pk","Wilko","16.5x18.5cm","Brown",NA,NA,NA,NA,NA,NA,0.883333333333333
"HOU","SWE","296408","Wilko Universal Vacuum Cleaner Bags 3pk","Wilko","3 Pack","Brown",NA,NA,NA,NA,NA,NA,0.883333333333333
"HOU","SWE","296430","Wilko Cleaning Vacuum Lemon Scent Sticks 5pk","Wilko",NA,"Yellow",NA,NA,NA,NA,NA,NA,0.825
"HOU","SWE","329082","Wilko Miele Vacuum Cleaner Bags 5pk","Wilko",NA,"Brown",NA,NA,NA,NA,NA,NA,0.825
"HOU","WAR","264999","JML Bobble Off","JML",NA,"Multi","1",NA,NA,NA,NA,NA,0.93
"HOU","WAR","428334","Single Fabric Wardrobe","Misterpack","75x50x145cm when assembled","Brown","1",NA,NA,NA,NA,NA,0.85
"HOU","WAR","328404","Packmate Travel Roll Storage Bags 3pk","Pack Mate","Medium","Multi","3k",NA,NA,NA,NA,NA,0.85
"HOU","WAR","190023","Wilko Lint Roller 10m","Wilko","10m",NA,"1",NA,NA,NA,NA,NA,1
"HOU","WAR","190024","Wilko Lint Roller Refill 10m","Wilko","10m",NA,"1",NA,NA,NA,NA,NA,1
"HOU","WAR","230807","Wilko Storage Garment Rail Single 160cm approx","Wilko","95x160cm","Multi","1","Stainless Steel",NA,NA,"10kg",NA,1
"HOU","WAR","232356","Wilko Garment Cover 127 x 61cm 2pk","Wilko","127x61cm","Clear","2","Polyethylene, Polyester",NA,NA,NA,NA,0.95
"HOU","WAR","232357","Wilko Garment Cover Clear 97 x 61cm 2pk","Wilko","97x61cm","Clear","1","Polyethelene, Polyester",NA,NA,NA,NA,0.95
"HOU","WAR","232360","Wilko Vacuum Sealed Storage Bags 2 Sizes 2pk","Wilko","70x40cm","Multi","2",NA,NA,NA,NA,NA,0.9
"HOU","WAR","264634","Wilko Wire Coat Hangers 10pk","Wilko",NA,"White","10pk",NA,NA,NA,NA,NA,0.883333333333333
"HOU","WAR","273272","Wilko Cedar Moth Balls 20pk","Wilko",NA,NA,"20pk",NA,NA,NA,NA,NA,0.9125
"HOU","WAR","273493","Wilko Velvet Coat Hangers 5pk","Wilko","5 Pack","Black","5","Plastic and Wire",NA,NA,NA,NA,1
"HOU","WAR","300320","Wilko Over Door Hooks 2pk","Wilko",NA,"White","2",NA,NA,NA,NA,NA,0.883333333333333
"HOU","WAR","300321","Wilko Vacuum Sealed Storage Bags Large 2pk","Wilko","Large","Multi","2",NA,NA,NA,NA,NA,0.9
"HOU","WAR","300322","Wilko Vacuum Sealed Storage Bags Extra Large 2pk","Wilko","Jumbo","Multi","2pk",NA,NA,NA,NA,NA,0.9
"HOU","WAR","300329","Wilko Underbed Storage Bag Beige","Wilko","16x104x46cm","Brown","1","Polypropylene",NA,NA,NA,NA,0.95
"HOU","WAR","300332","Wilko Garment Cover 100 x 60cm","Wilko","100x60cm","Brown","1","Polypropylene",NA,NA,NA,NA,0.95
"HOU","WAR","300333","Wilko Garment Cover 135 x 60cm","Wilko","135x60cm","Blue",NA,"Polypropylene",NA,NA,NA,NA,0.9
"HOU","WAR","300337","Wilko Beechwood Triple Brush","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,0.9125
"HOU","WAR","300339","Wilko Scented Sachets White Rose and CottonFlower Fragrance 5pk","Wilko",NA,NA,"5pk",NA,NA,NA,NA,NA,0.9125
"HOU","WAR","300340","Wilko Scented Drawer Liners 6pk","Wilko","34x28cm",NA,"6pk",NA,NA,NA,NA,NA,1
"HOU","WAR","327954","Wilko Soft Grip Plastic Coat Hangers 3pk","Wilko",NA,"Multi","3","Polypropylene Regrind",NA,NA,NA,NA,0.941666666666667
"HOU","WAR","327956","Wilko Adult Coat Hangers 8pk","Wilko","Adult",NA,"8pk","N/A",NA,NA,NA,NA,0.941666666666667
"HOU","WAR","327957","Wilko Adult Coat Hangers Purple 8pk","Wilko","Adult","Purple","8","Polypropylene Regrind",NA,NA,NA,NA,1
"HOU","WAR","327960","Wilko Adult Coat Hangers Charcoal 8pk","Wilko","8 Pack","Black","8",NA,NA,NA,NA,NA,0.941666666666667
"HOU","WAR","327962","Wilko Wooden Coat Hangers 5pk","Wilko",NA,"Cream","5pk","Wood",NA,NA,NA,NA,0.941666666666667
"HOU","WAR","327965","Wilko Trouser Hanger Velvet Covered Black 2pk","Wilko","2 Pack","Black","2","Velvet",NA,NA,NA,NA,1
"HOU","WAR","327966","Wilko Scarf Hanger Velvet Black","Wilko",NA,"Black","1",NA,NA,NA,NA,NA,0.883333333333333
"HOU","WAR","327967","Wilko Necklace Hanger Velvet Black","Wilko",NA,"Black","1",NA,NA,NA,NA,NA,0.883333333333333
"HOU","WAR","327969","Wilko Rubber Coated Coat Hangers Assorted 6pk","Wilko",NA,"Multi","6","Plastic and Wire",NA,NA,NA,NA,0.941666666666667
"HOU","WAR","328353","Wilko Wooden Coat Hangers White 5pk","Wilko",NA,"White","5","Wood",NA,NA,NA,NA,0.941666666666667
"HOU","WAR","328405","Wilko Plastic Shoe Box and Lid Clear Small11 x 19 x 33cm","Wilko","11x19x33cm","Clear","1","Polypropelyne",NA,NA,NA,NA,0.95
"HOU","WAR","328427","Wilko  Plastic Shoe Boxand Lid Clear Large14 x 26 x 36cm","Wilko","14x26x36cm","Clear","1","Polypropelyne",NA,NA,NA,NA,0.95
"HOU","WAR","329089","Wilko Wooden Mahogany Coat Hangers 5pk","Wilko",NA,"Wood","5","Wood",NA,NA,NA,NA,0.941666666666667
"HOU","WAR","333859","Wilko Wardrobe Organiser 120 x 25 x 35cm","Wilko","120cmx25cmx35cm","Blue","1","Polypropylene",NA,NA,NA,NA,0.95
"HOU","WAR","333860","Wilko Shoe Organiser 127 x 25 x 30cm","Wilko","127cmx25cmx30cm","Brown","1","Polypropylene",NA,NA,NA,NA,0.95
"HOU","WAR","333861","Wilko Laundry Bag 53 x 58cm","Wilko","53cmx58cm","Blue",NA,"Polypropylene",NA,NA,NA,NA,0.941666666666667
"HOU","WAR","400027","Wilko Jumbo Coat Hanger Charcoal 6pk","Wilko","Jumbo","Black","6","N/A",NA,NA,NA,NA,1
"HOU","WAR","417446","Wilko Wooden Skirt Hangers 3pk","Wilko",NA,NA,"3","Wood",NA,NA,NA,NA,0.883333333333333
"HOU","WAR","417447","Wilko Skirt Hangers with Rubber Tipped Clasps 6pk","Wilko",NA,NA,"6","Plastic and Wire",NA,NA,NA,NA,0.883333333333333
"HOU","WAR","417449","Wilko Hanging Moisture Dehumidifier","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,0.9125
"HOU","WAR","417453","Wilko Vacuum Sealed Storage Bags 2pk","Wilko","Large",NA,"2",NA,NA,NA,NA,NA,0.85
"HOU","WAR","417488","Jumbo Storage Bag 120g","Wilko","H 46 x W 91 x D 53cm",NA,"1",NA,NA,NA,NA,NA,0.8
"HOU","WAR","437028","Wilko Kids Hangers 5pk","Wilko","Kids","Multi","5","Polypropylene",NA,NA,NA,NA,1
"HOU","WAR","454068","Wilko Underbed Storage Box 28L","Wilko","28L",NA,"1","Polypropylene",NA,NA,"28L",NA,0.9
"HOU","WAR","454069","Wilko Storage Box Pot Pourri 18L","Wilko","18L",NA,"1","Polypropylene",NA,NA,"18L",NA,0.9
"HOU","WAR","230831","Zensect Moth Proofer Lavender Fragrance 20pk","Zensect",NA,NA,"20",NA,NA,NA,NA,NA,0.9125
"HOU","WAR","292469","Zensect Hanging Moth Proofer Lavender Fragrance4pk","Zensect","8x7.5cm",NA,"4",NA,NA,NA,NA,NA,1
