"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Washable","Power","Capacity","Coverage","Age","DQ Score"
"PET","DOG","303620","Wilko Tinned Dog Food Tripe Mix 6 x 400g","Wilko","6x400g",NA,"6",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","303627","Wilko Dog Food Meaty Feast Terrine with JuicyBeef Tray 300g","Wilko","300g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","DOG","303629","Wilko Dog Food Meaty Feast Terrine Chicken andRice Tray for Senior Dogs 150g","Wilko","150g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","DOG","303633","Wilko Complete Dry Dog Food Chicken and CountryVegetables for Small Dogs 2.5kg","Wilko","2.5kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","336137","Wilko Complete Dog Food Mighty Meaty with TastyChicken and Vegetables 9kg","Wilko","9Kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","340749","Wilko Puppy Food Feast Selection in Jelly 12 x100g","Wilko","12x100g",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","413524","Wilko Dog Food Turkey Chicken Beef and Poultryin Jelly for Adult Dogs 12 x 100g","Wilko","12x100g",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","413525","Wilko Dog Food Turkey Chicken Beef and Poultry inGravy for Adult Dogs 12 x 100g","Wilko","12x100g",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","431494","Wilko Tinned Dog Food Meaty Feast Chicken Lamband Beef Chunks in Gravy 6 x 400g","Wilko","6x400g",NA,"6",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","431495","Wilko Working Dog Food Chicken Lamb Beef andTurkey in Jelly 12 x 400g","Wilko","12x400g",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","453031","Wilko Working Dog Chunks in Jelly 6x400g","Wilko","400g x 6",NA,"6",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","70410","Wilko Dog Wheaty Feast Biscuit Mixer 3kg","Wilko","3kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","312577","Wilko Pouch Dog Food Chicken with Tuna VegetablesRice and Beans 100g","Wilko Best","100g",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","DOG","336138","Wilko Best Dog Food Chicken Breast Flakes withVegetables Pouch 100g","Wilko Best","100g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","336139","Wilko Best Dog Food Chicken Breast Flakes withBeef Liver Pouch 100g","Wilko Best","100g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","431070","Wilko Best Pouch Dog Food Chicken in Broth 6 x100g","Wilko Best","6x100g",NA,"6",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","431071","Wilko Best Pouch Dog Food Chicken in Jelly 6 x100g","Wilko Best","6x100g",NA,"6",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","453032","Wilko Best Dog Food Grain Free Chicken 395g","Wilko Best","395g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","453033","Wilko Best Dog Food Grain Free Turkey 395g","Wilko Best","395g",NA,"1",NA,"No",NA,"N/A","N/A","N/A",NA,0.65
"PET","DOG","453034","Wilko Best Dog Food Grain Free Chicken 142g","Wilko Best","142g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","453035","Wilko Best Dog Food Grain Free Turkey 142g","Wilko Best","142g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","453152","Wilko Best Complete Dry Dog Food Turkey and Rice2kg","Wilko Best","2kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","453153","Wilko Best Complete Dry Dog Food Lamb and Rice 2kg","Wilko Best","2kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","454782","Wilko Best Dog Food Chicken Selection in Sauce","Wilko Best","6x100g",NA,"6",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","243644","Wilko Functional Tinned Dog Food Chicken inJelly 400g","Wilko Functional","400g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","DOG","288007","Wilko Functional Working Dog Comp 2.5kg","Wilko Functional","2.5kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","DOG","427990","Winalot Dry Dog Food Beef 800g","Winalot","800g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","427991","Winalot Dry Dog Food Beef and Vegetables 2.5kg","Winalot","2.5kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","431386","Winalot Dog Food Hearty Duos Duck and Chicken12 x 400g","Winalot","12x400g",NA,"12",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","DOG","436238","Winalot Perfect Portions Pouch Dog Food12 x 100g","Winalot","12x100g",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","436239","Winalot Pouch Dog Food Chicken and Beef 4 x 100g","Winalot","4x100g",NA,"4",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","453843","Winalot Perfect Portions Dog Food Multipack12x100g","Winalot","12x100g",NA,"12",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","453844","Winalot Perfect Portions Dog Food Pouch Beef andChicken 4 x 100g","Winalot","4x100g",NA,"4",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOG","453849","Winalot Adult Dog Food Turkey 2.5kg","Winalot","10.8cm x 21.1cm x 27.6cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOM","421494","Aquarian Goldfish Flake Food 25g","Aquarian","25g",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","DOM","421495","Aquarian Fish Food Goldfish Flaked Food 50g","Aquarian","50g",NA,"1pk",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","DOM","421496","Aquarian Tropical Flake Fish Food 25g","Aquarian","25g",NA,"1",NA,NA,NA,"N/A",NA,NA,NA,1
"PET","DOM","421497","Aquarian Fish Food Flaked 50g","Aquarian","50g",NA,"1pk",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","DOM","421498","Aquarian Fish Algae Wafers 28g","Aquarian","28g",NA,"1pk",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","DOM","421499","Aquarian Fish Food Sinking Pellets 28g","Aquarian","28g",NA,"1pk",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","DOM","421500","Aquarian Goldfish Pellets 28g","Aquarian","28g",NA,"1pk",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","DOM","452936","Aquarian Goldfish Food Pellets 100g","Aquarian","100g",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","DOM","452937","Aquarian Holiday Feeding Block","Aquarian","28g",NA,"1",NA,NA,NA,"N/A",NA,NA,NA,1
"PET","DOM","183174","Wilko Budgie Treats Exotic Fruits 2pk","Boredom Breaker","55g",NA,"2",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","DOM","453098","Evolution Pure Aquarium Ball Pack 25 Balls","Evolution Aqua","25pk",NA,"25",NA,NA,NA,NA,NA,NA,NA,0.88
"PET","DOM","303722","King British Aquarium Alfgae Wafers 40g","King British","40g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"PET","DOM","303723","King British Aquarium Fish Pellets 65g","King British","65g",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","DOM","303724","King British Aquarium 6 in 1 Water Test Strips150pk","King British",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"PET","DOM","298734","Wilko Aquarium Ornament Large Assorted Designs","Rosewood","Large",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"PET","DOM","453099","Rosewood Quiet Air Pump","Rosewood",NA,NA,"1",NA,NA,NA,"220v mains 1.8w",NA,NA,NA,0.93
"PET","DOM","453100","Rosewood Foraging Pineapple Small","Rosewood","Small",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOM","453101","Rosewood Foraging Pineapple Large","Rosewood",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","DOM","221196","Trill Budgie Seed 500g","Trill","500g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOM","121965","Wilko Aquarium Bubble Stone","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"PET","DOM","121966","Wilko Aquarium Airline 244cm","Wilko","244cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"PET","DOM","121994","Wilko Vacation Fish Food","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"PET","DOM","121995","Wilko Weekend Fish Food","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"PET","DOM","121996","Wilko Aquarium Fish Net Approx 10cm","Wilko","10cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"PET","DOM","150101","Wilko Parakeet and Cockatiel Seed 1kg","Wilko","1kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","DOM","152450","Wilko Canary Seed 1kg","Wilko","1kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","DOM","165272","Wilko Tropical Fish Flakes 25g","Wilko","25g",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","DOM","165273","Wilko Goldfish Flakes 25g","Wilko","25g",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","DOM","183388","Wilko Parrots and Cockatiels Nut Treats 2pk","Wilko","90g",NA,"2",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOM","189470","Wilko Aquarium Glass Thermometer","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"PET","DOM","189472","Wilko Aquarium Magnetic Algae Scraper","Wilko","Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"PET","DOM","195321","Wilko Aquarium Tap Water Crystals 12g","Wilko","12g",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","DOM","204924","Wilko Goldfish Flakes 100g","Wilko","100g",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","DOM","204926","Wilko Tropical Fish Flakes 100g","Wilko","100g",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","DOM","303725","Wilko Aquarium Disease Clear Medicine 100ml","Wilko","100ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","DOM","303730","Wilko Caged Bird Coop Cup Large","Wilko","Large",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOM","303731","Wilko Parrot Seed 1.5kg","Wilko","1.5kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOM","417672","Wilko Aquarium Plant Assorted Colours Small","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"PET","DOM","417673","Wilko Aquarium Plant Assorted Colours and DesignsMedium","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"PET","DOM","417674","Wilko Aquarium Plant Assorted Designs and ColoursLarge","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"PET","DOM","418581","Wilko Pond Pellets 1kg","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PET","DOM","418582","Wilko Pond Variety Sticks 1kg","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PET","DOM","418583","Wilko Caged Bird Sanded Perch Covers 4pk","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"PET","DOM","418584","Wilko Aquarium Rainbow Gravel 2kg","Wilko","2kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"PET","DOM","418586","Wilko Cuttlefish Bone","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"PET","DOM","422769","Wilko Aquarium Tap Water Conditioner 118ml","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"PET","DOM","422770","Wilko Aquarium Weekly Cleaner 118ml","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"PET","DOM","422771","Wilko Aquarium Green Algae Control 118ml","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"PET","DOM","422772","Wilko Turtle Water Conditioner 118ml","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PET","DOM","450772","Wilko Aviary Mix for Caged Birds 12.75kg","Wilko","12.75kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOM","450773","Wilko Conditioning Mix for Caged Birds 900g","Wilko","900g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOM","450774","Wilko Finch Mix for Caged Birds 1kg","Wilko","1kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOM","452938","Wilko Pond Green Algae Control 237ml","Wilko","237ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","DOM","452939","Wilko Tap Water Conditioner For Fish237ml","Wilko","237ml",NA,"1",NA,NA,NA,"N/A",NA,NA,NA,1
"PET","DOM","453205","Wilko Bird Toys 3pk","Wilko","24cm x 10cm x 2.5cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOM","70472","Wilko Budgie Seed 1kg","Wilko","1kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","DOM","70477","Wilko Caged Bird Sand Sheets 5pk 28 x 43cm","Wilko","43x28cm",NA,"5",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOM","76333","Wilko Caged Bird Sand 1kg","Wilko","1kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOM","76334","Wilko Caged Bird Grit 1kg","Wilko","1kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","DOM","80051","Wilko Caged Bird Iodine Mineral Block","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","DOM","80104","Wilko Fish Tank Assorted Colours 10L","Wilko","10L",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","DOM","80395","Wilko Turtle and Terrapin Complete Food 20g","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PET","DOM","80620","Wilko Budgie Treats Honey 2pk","Wilko","55g",NA,"2",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOM","80621","Wilko Canary Treats Honey 2pk","Wilko","55g",NA,"2",NA,NA,NA,NA,NA,NA,NA,1
"PET","DOM","9525840","Wilko Caged Bird Millet Spray 3pk","Wilko",NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","GEN","303603","Beaphar Toothpaste 100g","Beaphar","100g",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","350234","Beaphar Wound Ointment 30ml","Beaphar","30ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"PET","GEN","350235","Beaphar Calming Spot On Dog","Beaphar",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"PET","GEN","80419","Beaphar Ear Drops for Cats and Dogs 15ml","Beaphar","15ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","122026","Bob Martin Vetzyme Cond Tabs 240pk","Bob Martin",NA,NA,"240pk",NA,NA,NA,NA,NA,NA,NA,0.86
"PET","GEN","336186","Bob Martin FleaClear Spot On Solution for Small Dogs 67mg","Bob Martin","67ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","336187","Bob Martin FleaClear Spot On Solution for Medium Dogs 134mg","Bob Martin","134mg",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","336188","Bob Martin FleaClear Spot On Solution for Large Dogs 268mg","Bob Martin","268mg",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","255840","Flexi Tape Retractable Leash Standard Large 5m/16ft","Flexi","5m",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","255841","Flexi Standard 2 Cord Retractable Leash Medium 5m/16ft Assorted","Flexi","5m",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","255842","Flexi Cord Retractable Leash Standard Small5m/16ft Assorted","Flexi","5m","Multi","1",NA,NA,NA,NA,NA,NA,NA,1
"PET","GEN","303588","Talking Babble Ball Medium","James & Steel","Medium",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.88
"PET","GEN","313697","Dog Toy Plush Pheasant","James & Steel","31 x 13 x 12cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.88
"PET","GEN","303586","Kong Classic Medium","Kong","Medium",NA,NA,NA,"No",NA,NA,NA,NA,NA,0.65
"PET","GEN","314114","Kong Wubba Dog Toy Purple","Kong","Large","Purple","1",NA,"No",NA,NA,NA,NA,NA,0.65
"PET","GEN","439519","Naturel Promise Fresh Dental Clean Teeth Gel","Natural Promise","118ml","Blue","1",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","GEN","439520","Naturel Promise Fresh Breath Dental Drops","Natural Promise","65ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.88
"PET","GEN","454201","Natural Promise Oral Care Kit","Natural Promise","10.75cmx2.5cmx2.5cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","345275","Out PetCare Stain and Odour Remover 750ml","OUT!","750ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","GEN","350304","Dog Out Urine Destroyer 1L","OUT!","945ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","GEN","416957","OUT No Chew for Dogs and Puppies 500ml","OUT!","500ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.88
"PET","GEN","303587","Pet Qwerks, Inc. Doggy IncrediBubbles Peach Flavored","Pet Qwerks",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","GEN","350230","Dog Toy Plush No Stuffing","Raggy",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.81
"PET","GEN","350258","Dog Guillotine Clipper","Rosewood",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.81
"PET","GEN","454196","Biosafe Puppy Bone","Rosewood","12.4cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","GEN","64424","Vitapet Dog Conditioner 150ml","Vitapet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PET","GEN","10765","Stainless Steel Dog Bowl Small","Wilko","Small",NA,"1","Stainless Steel",NA,NA,NA,NA,NA,NA,0.85
"PET","GEN","10766","Dog Bowl Metal Medium","Wilko","Medium",NA,NA,"Metal",NA,NA,NA,NA,NA,NA,0.8
"PET","GEN","121919","Dog Placemat","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.75
"PET","GEN","121929","Wilko Dog Toilet Bags 20pk","Wilko","27cmx36cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"PET","GEN","142202","Wilko Household Flea Powder 500g","Wilko","500g",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","142203","Wilko Household Flea Spray 500ml","Wilko","500ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","149966","Wilko Dog Flea Drops","Wilko","From 2 Weeks",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","160118","Wilko Worming Tablets for Large Dogs 4pk","Wilko","Treats 10 - 40kg (Large Dog)",NA,"4pk",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","160119","Wilko Worming Tablets for Small Dogs 4pk","Wilko","Treats 2 - 8kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","185962","Wilko Train Tennis Balls 6pk","Wilko",NA,NA,"6","Rubber","No",NA,NA,NA,NA,NA,0.65
"PET","GEN","210643","Wilko Training Pads 8pk","Wilko","54.5cmx60cm",NA,"8",NA,NA,NA,NA,NA,NA,NA,1
"PET","GEN","215858","Wilko Pet Mat Fleecy Extra Large 100cmx100cm","Wilko","100cmx100cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","245625","Pet Inc Tennis Ball on Rope Dog Toy Assorted","Wilko",NA,NA,"1",NA,"No",NA,NA,NA,NA,NA,0.6
"PET","GEN","249967","Wilko Puppy Training Pads 30pk","Wilko","54.5cmx60cm",NA,"30",NA,NA,NA,NA,NA,NA,NA,1
"PET","GEN","255352","Wilko Pet Waste Bags and Dispenser","Wilko",NA,"Black","1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","255747","Wilko Rope Lead Assorted 130cm","Wilko","130cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","255754","Wilko Interact Knotted Dog Toy Assorted","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"PET","GEN","255990","Wilko Pet Waste Bags Refill 60pk","Wilko",NA,NA,"60",NA,NA,NA,NA,NA,NA,NA,0.86
"PET","GEN","259","Wilko Puppy and Small Dog Collar and Lead","Wilko","Small",NA,"2pk",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","291750","The Grunters Oinking Pig Latex","Wilko","Large",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.88
"PET","GEN","303572","Wilko Play Fun and Play Toy for Puppy Assorted","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"PET","GEN","303608","Wilko Dog Seat Belt 12-24in","Wilko","12-24in",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","303615","Wilko Interact Fling Dog Toy Assorted","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"PET","GEN","350252","Thermoplastic Rubber Dog Treat Bone Large","Wilko","Large",NA,NA,NA,"No",NA,NA,NA,NA,NA,0.6
"PET","GEN","350259","Dog Flea Comb","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74
"PET","GEN","350261","Dog Medium Slicker Brush","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.81
"PET","GEN","350262","Dog Brush Double Sided Small","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"PET","GEN","350264","Dog Collar Nylon Small","Wilko","Small",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.88
"PET","GEN","350266","Dog Collar Nylon Large","Wilko","Large",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.88
"PET","GEN","350299","Wilko Dog Plush Bobble Animals","Wilko","31 x 21 x 14cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","350338","Wilko Dog Collar Soft Small","Wilko","Small",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","350339","Wilko Dog Collar Soft Medium","Wilko","Medium",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","350340","Wilko Dog Collar Soft Large","Wilko","Large",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","350342","Wilko Dog Lead Soft Medium","Wilko","Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"PET","GEN","350623","Wilko Dog Collar Soft Small","Wilko","Small",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","350624","Wilko Dog Collar Soft Medium","Wilko","Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"PET","GEN","350625","Wilko Dog Collar Soft Large","Wilko","Large",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"PET","GEN","350627","Wilko Dog Lead Soft Medium","Wilko","Medium",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","412376","Wilko Raggy Animal Dog Toy","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"PET","GEN","421923","Wilko Dog Bathing Wipes 7pk","Wilko","7Pk",NA,"7",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","421924","Wilko Dog Eye and Ear Wipes 25pk","Wilko","25Pk",NA,"25",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","439373","Wilko Soft Protection Dog Harness Xtra Small","Wilko","X Small","Multi","1",NA,NA,NA,NA,NA,NA,NA,1
"PET","GEN","439374","Wilko Soft Protection Dog Harness Small","Wilko","Small","Multi","1",NA,NA,NA,NA,NA,NA,NA,1
"PET","GEN","439375","Wilko Soft Protection Dog Harness Medium","Wilko","Medium","Multi","1",NA,NA,NA,NA,NA,NA,NA,1
"PET","GEN","439383","Wilko Pet Blanket Assorted 75x110cm","Wilko","75x110CM","Multi","1","100% Polyester","No","Wash at 30","N/A","N/A","N/A",NA,0.65
"PET","GEN","439384","Wilko Plush Turtle Dog Toy","Wilko","33 x 17 x 9cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","439387","Wilko Natural Bear Dog Toy","Wilko","42 x 13 x 11cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","439389","Wilko Gnaw a Bone Dog Toy Medium","Wilko","3cm x 16cm","Yellow","1",NA,NA,NA,NA,NA,NA,NA,1
"PET","GEN","439392","Wilko Hug Tug Dog Toy Large","Wilko","Large",NA,"1","TPR","No",NA,NA,NA,NA,NA,0.65
"PET","GEN","439398","Wilko Knitted Dog Toy","Wilko","34cm","Multi","1","Plush","No","Hand Wash Only",NA,NA,NA,NA,0.65
"PET","GEN","439400","Wilko Chewies Assorted Dog Toy","Wilko",NA,"Multi","1","TPR","No","Hand Wash Only",NA,NA,NA,NA,0.65
"PET","GEN","439402","Wilko Giant Rope Tug 1m Dog Toy","Wilko","1m","Multi","1",NA,NA,NA,NA,NA,NA,NA,1
"PET","GEN","439403","Wilko Figure 8 Rope Tugger Dog Toy","Wilko",NA,"Multi","1","Rope","No","Hand Wash Only",NA,NA,NA,NA,0.65
"PET","GEN","439404","Wilko Character Tug Dog Toy","Wilko",NA,"Multi","1","Plush","No","Hand Wash Only",NA,NA,NA,NA,0.65
"PET","GEN","439405","Wilko Puppy Shampoo","Wilko","250ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","GEN","439407","Wilko Coconut 2 in 1 Shampoo","Wilko","250ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","439408","Wilko Medicated Shampoo","Wilko","250ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","439409","Wilko Flea Shampoo","Wilko","250ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","GEN","439411","Wilko Body Mist","Wilko","250ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","439465","Melamine Twin Pet Bowl Assorted","Wilko","26.5 x 15 x 5cm",NA,"1","Melamine and Wood Pulp",NA,NA,NA,NA,NA,NA,0.85
"PET","GEN","439466","Melamine Pet Bowl Assorted","Wilko","Small",NA,"1","Melamine",NA,NA,NA,NA,NA,NA,0.85
"PET","GEN","439467","Melamine Medium Bowl Assorted","Wilko","Medium",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.88
"PET","GEN","439472","Leather Collar Small Brown / Black 10-14in","Wilko","Small 10 - 14inch",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.88
"PET","GEN","439473","Leather Collar Medium Brown / Black 14-18in","Wilko","Medium 14-18 inch",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.88
