"PSA_1","PSA_2","Article","Web Description","Brand","Type","Colour","Pack Qty","Size","Washable","Capacity","Power","Model Number","Material","Assembly","DQ Score"
"KIT","HOL","414385","Prestige Stainless Steel Saucepan 16cm","Prestige","Saucepans",NA,"1","width 33.5, depth 17cm, 15cm",NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","HOL","414386","Prestige Stainless Steel Saucepan 18cm","Prestige","Saucepans",NA,"1","width 35cm, depth 19cm, height 17.5cm",NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","HOL","414387","Prestige Stainless Steel Saucepan 20cm","Prestige","Saucepans",NA,"1","width 40cm, depth 21cm, height 17.5cm",NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","HOL","414388","Prestige Stainless Steel Casserole 24cm","Prestige","Casserole",NA,"1","width 35cm, depth 25.5cm, height 19.5cm",NA,NA,NA,NA,NA,NA,0.93
"KIT","HOL","414389","Prestige Non-Stick Frying Pan Cream 20cm","Prestige","Frying Pans",NA,"1","width 38cm, depth 21cm, height 10cm",NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","HOL","414390","Prestige Non-Stick Frying Pan Cream 24cm","Prestige","Frying Pans",NA,"1","width 26.9cm, depth 26.9cm, height 22.5cm",NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","HOL","414391","Prestige Non-Stick Frying Pan Cream 28cm","Prestige","Frying Pans",NA,"1","width 48cm, depth 28.5cm, height 10cm",NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","HOL","414392","Prestige Non-Stick Frying Pan Cream 30cm","Prestige","Frying Pans",NA,"1","width 50cm, depth 30.5cm, height 12.5cm",NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","HOL","414393","Prestige Non-Stick Milk Pan Cream 14cm","Prestige","Milk Pans",NA,"1","width 32cm, depth 16cm, height 13cm",NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","HOL","143506","Wilko Stock Pot 5.7L","Wilko","Stockpots",NA,NA,"5.7L",NA,NA,NA,NA,NA,NA,0.86
"KIT","HOL","169339","Wilko Super Deluxe Wok 30cm","Wilko","Woks","Black",NA,"30cm",NA,NA,NA,NA,NA,NA,0.93
"KIT","HOL","218333","Wilko Chip Pan 22cm","Wilko","Chip Pan","Silver","1","22cm",NA,NA,NA,NA,NA,NA,0.941666666666667
"KIT","HOL","218336","Wilko Egg Poacher Stainless Steel 20cm","Wilko","Egg Poacher",NA,NA,"20cm",NA,NA,NA,NA,NA,NA,0.825
"KIT","HOL","260990","Wilko Milkpan Stainless Steel 14cm","Wilko","Milk Pans","Silver","1","14cm",NA,NA,NA,NA,NA,NA,0.941666666666667
"KIT","HOL","260998","Wilko 3 Tier Steamer Stainless Steel 18cm","Wilko","Steamer","Silver",NA,"18cm",NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","HOL","260999","Wilko Casserole Dish Stainless Steel 24cm","Wilko","Casserole",NA,NA,"24cm",NA,NA,NA,NA,NA,NA,0.86
"KIT","HOL","317495","Wilko Saucepan Aluminium 16cm","Wilko","Saucepans","Black",NA,"16cm",NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","HOL","317496","Wilko Saucepan Aluminium 18cm","Wilko","Saucepans","Black",NA,"18cm",NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","HOL","317497","Wilko Saucepan Aluminium 20cm","Wilko","Saucepans","Black",NA,"20cm",NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","HOL","414222","Wilko Non-Stick Frying Pan Grey Marble 20cm","Wilko","Frying Pans",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"KIT","HOL","414223","Wilko Non-Stick Frying Pan Grey Marble 24cm","Wilko","Frying Pans",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"KIT","HOL","414224","Wilko Non-Stick Casserole Dish Grey Marble 24cm","Wilko","Casserole",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"KIT","HOL","414225","Wilko Non-Stick Saute Pan Grey Marble 24cm","Wilko","Saute Pans",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"KIT","HOL","414590","Wilko Non-Stick Frying Pan Grey Marble 28cm","Wilko","Frying Pans",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"KIT","HOL","414591","Wilko Non-Stick Griddle Pan Grey Marble 24cm","Wilko","Griddle Pans",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"KIT","HOL","435746","Wilko Stainless Steel Milkpan 14cm","Wilko","Milk Pans",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"KIT","HOL","435747","Wilko Stainless Steel Stock Pot 24cm","Wilko","Stockpots",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"KIT","HOL","435748","Wilko Stainless Steel Saute Pan and Lid 24cm","Wilko","Saute Pans",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"KIT","HOL","435749","Wilko Stainless Steel Saucepan 16cm","Wilko","Saucepans",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"KIT","HOL","435750","Wilko Stainless Steel Saucepan 20cm","Wilko","Saucepans",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"KIT","HOL","435869","Wilko 3 Division Saucepan Separator","Wilko","Pan Separator",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"KIT","HOL","435871","Wilko Copper Casserole Tri Ply 20cm","Wilko","Casserole",NA,"1","20cm",NA,NA,NA,NA,NA,NA,0.93
"KIT","HOL","435872","Wilko Copper Frying Pan Tri Ply 24cm","Wilko","Frying Pans",NA,"1","1",NA,NA,NA,NA,NA,NA,0.93
"KIT","HOL","435873","Wilko Copper Saucepan Tri Ply 20cm","Wilko","Saucepans",NA,"1","20cm",NA,NA,NA,NA,NA,NA,0.93
"KIT","HOL","435874","Wilko Copper Saucepan Tri Ply 18cm","Wilko","Saucepans",NA,"1","18cm",NA,NA,NA,NA,NA,NA,0.93
"KIT","HOL","435875","Wilko Copper Saucepan Tri Ply 16cm","Wilko","Saucepans",NA,"1","16cm",NA,NA,NA,NA,NA,NA,0.93
"KIT","HOL","435877","Wilko Colander Copper Effect","Wilko","Colander and Sieves",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"KIT","HOL","435878","Wilko Tea and Coffee Canisters Copper Effect","Wilko","Tea, Coffee, Sugar Jars",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"KIT","HOL","435879","Wilko Knife Block Copper Effect 5pcs","Wilko","Knife Block",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"KIT","HOL","435880","Wilko Kettle Copper Effect 1.7L","Wilko","Dome Kettles","Metal","1",NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","HOL","435881","Wilko 4 Slice Toaster Copper Effect","Wilko","Toasters","Metal","1",NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","HOL","452432","Wilko Bread Bin Copper Effect","Wilko","Bread Bins",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","HOL","453014","Wilko Scales Copper Effect","Wilko","Kitchen Scales","Metal","1",NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","HOL","817440","Wilko Splatter Guard 29cm","Wilko","Splatter Guard","Metal","1","29cm",NA,NA,NA,NA,NA,NA,0.941666666666667
"KIT","HOL","183043","Wilko Functional Milkpan Non Stick Black14cm","Wilko Functional","Milk Pans","Black",NA,"14cm",NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","HOL","183044","Wilko Functional Saucepan Non Stick Black 16cm","Wilko Functional","Saucepans","Black",NA,"16cm",NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","HOL","183046","Wilko Functional Saucepan Non Stick Black 20cm","Wilko Functional","Saucepans","Black",NA,"20cm","Do Not Wash",NA,NA,NA,NA,NA,0.941666666666667
"KIT","HOL","220897","Wilko Functional Non-Stick Frypan Set Black 2pcs","Wilko Functional","Frying Pans","Grey","2pcs","2 Piece",NA,NA,NA,NA,NA,NA,0.941666666666667
"KIT","HOL","220901","Wilko Functional Non Stick Pan SetBlack 5pcs","Wilko Functional","Saucepan Sets","Black","5pcs","5 Piece",NA,NA,NA,NA,NA,NA,0.941666666666667
"KIT","HOL","42850","Wilko Functional Chip Pan Basket 8 x 18cm","Wilko Functional","Chip Pan","Silver","1","8x18cm",NA,NA,NA,NA,NA,NA,0.941666666666667
"KIT","HOL","858440","Wilko Functional Non-Stick Egg Poacher 4 Cup","Wilko Functional","Egg Poacher","Silver",NA,"4 Cup",NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","HOL","864847","Wilko Functional Chip Pan 23cm","Wilko Functional","Chip Pan","Grey","1","23cm",NA,NA,NA,NA,NA,NA,0.941666666666667
"KIT","HOM","351581","Wilko Carbonation Drops 160g","Coopers","Carbonation Drops",NA,"1","160g",NA,NA,NA,NA,NA,NA,0.88
"KIT","HOM","207613","Geordie Beer Kit Enhancer 1kg","Geordie","Beer Enhancer",NA,"1","1kg",NA,NA,NA,NA,NA,NA,0.93
"KIT","HOM","407111","ibrew Wine Pinot Grigio Wine Making KitMakes 15 Bottles","ibrew","Wine Refill Pack",NA,"1",NA,NA,"15 bottle",NA,NA,NA,NA,0.93
"KIT","HOM","428802","ibrew Chardonnay Wine Making KitMakes 15 Bottles","ibrew","Wine Refill Pack",NA,"1",NA,NA,"16 Bottle",NA,NA,NA,NA,0.93
"KIT","HOM","ib00004","ibrew Wine Starter Kit Cabernet Sauvignon","ibrew","Wine Starter Kits",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","HOM","ib00006","ibrew Wine Starter Kit Pinot Grigio","ibrew","Wine Starter Kits",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","HOM","ib00007","ibrew Wine Starter Kit Merlot Packed","ibrew","Wine Starter Kits",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","HOM","ib00012","ibrew Wine Merlot 15 Bottle Kit Single","ibrew","Wine Refill Pack",NA,"1",NA,NA,"15 Bottles",NA,NA,NA,NA,0.93
"KIT","HOM","ib00016","ibrew Wine Shiraz Blush 15 Bottle refil pack","ibrew","Wine Refill Pack",NA,"1",NA,NA,"15 Bottles",NA,NA,NA,NA,0.93
"KIT","HOM","ib00024","i-brew Chardonnay Wine System","ibrew","Wine Starter Kits",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.81
"KIT","HOM","318923","Muntons Spray Malt Medium 500g","Muntons","Malt",NA,"1","500g",NA,NA,NA,NA,NA,NA,0.93
"KIT","HOM","318924","Muntons Spray Malt Light 500g","Muntons","Malt",NA,"1","500g",NA,NA,NA,NA,NA,NA,0.93
"KIT","HOM","443334","Courage Directors Brewing KitMakes 36 Pints","Muntons","Classic Ale Making Kit",NA,"1","3kg",NA,NA,NA,NA,NA,NA,0.88
"KIT","HOM","453141","Muntons Premium Cellar Red Wine Kit 6.8kg","Muntons","Red Wine Making Kits",NA,"1","6.8kg",NA,NA,NA,NA,NA,NA,0.93
"KIT","HOM","453142","Muntons Premium Cellar White Wine Kit 6.8kg","Muntons","White Wine Making Kits",NA,"1","6.8kg",NA,NA,NA,NA,NA,NA,0.93
"KIT","HOM","168394","Wilko Campden Tablets 100pk","Wilko","Campden Tablets",NA,"1","100 Pack",NA,NA,NA,NA,NA,NA,0.93
"KIT","HOM","191082","Wilko Twin Lever Bottle Capper","Wilko","Bottle Capper",NA,"1","Single",NA,NA,NA,NA,NA,NA,0.93
"KIT","HOM","22555","Wilko Fermenting Bin and Lid 25L","Wilko","Fermenter",NA,"1","25L",NA,NA,NA,NA,NA,NA,0.93
"KIT","HOM","22559","Wilko Long Handled Plastic Spoon","Wilko","Spoons",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","HOM","22560","Wilko Nylon Bottle Brush 1pk","Wilko","Brushes",NA,"1","35cm",NA,NA,NA,NA,NA,NA,0.93
"KIT","HOM","22562","Wilko CO2 Charger Capsules 10pk","Wilko","Citric Acid",NA,"1","10 Pack",NA,NA,NA,NA,NA,NA,0.93
"KIT","HOM","22566","Wilko Beer Bottle Metal Caps 50pk","Wilko","Bottles",NA,"1","50 Pack",NA,NA,NA,NA,NA,NA,0.93
"KIT","HOM","22573","Wilko Syphon Pack","Wilko","Siphon Tube",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","HOM","22574","Wilko Spirit Thermometer 12in","Wilko","Thermometer",NA,"1","12in",NA,NA,NA,NA,NA,NA,0.93
"KIT","HOM","22575","Wilko Floating Hydrometer for Wine and Beer","Wilko","Hydrometer",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","HOM","22576","Wilko Plastic Trial Jar","Wilko","Jars",NA,NA,"35cm",NA,NA,NA,NA,NA,NA,0.86
"KIT","HOM","22652","Wilko Citric Acid 50g","Wilko","Citric Acid",NA,"1","50g",NA,NA,NA,NA,NA,NA,0.93
"KIT","HOM","22653","Wilko Pectolase 17g","Wilko","Pectolase",NA,"1","17g",NA,NA,NA,NA,NA,NA,0.93
"KIT","HOM","22654","Wilko Yeast Nutrient 50g","Wilko","Yeast",NA,"1","50g",NA,NA,NA,NA,NA,NA,0.93
"KIT","HOM","22657","Wilko Wine Stabiliser 30g","Wilko","Stabiliser",NA,"1","30g",NA,NA,NA,NA,NA,NA,0.93
"KIT","HOM","22658","Wilko Cleaner And Steriliser 100g","Wilko","Steriliser",NA,"1","100g",NA,NA,NA,NA,NA,NA,0.93
"KIT","HOM","22679","Wilko Chardonnay Wine Making KitMakes 6 Bottles","Wilko","White Wine Making Kits",NA,"6pcs","6 Bottles",NA,NA,NA,NA,NA,NA,0.93
"KIT","HOM","22741","Wilko Cabernet Sauvignon Wine Making KitMakes 6 Bottles","Wilko","Red Wine Making Kits",NA,"6pcs","900g",NA,NA,NA,NA,NA,NA,0.93
"KIT","HOM","22743","Wilko Elderflower Wine Making KitMakes 6 Bottles","Wilko","White Wine Making Kits",NA,"6pcs","900g",NA,NA,NA,NA,NA,NA,0.93
"KIT","HOM","22748","Wilko Country Wine Kit Black Cherry 6 Bottle","Wilko","Fruit Wine Making Kits",NA,"6pcs","900g",NA,NA,NA,NA,NA,NA,0.93
"KIT","HOM","240201","Wilko Airlock and Rubber Bung Set 2pk","Wilko","Airlock",NA,"1","2 Pack",NA,NA,NA,NA,NA,NA,0.93
"KIT","HOM","240202","Wilko Airlock With Rubber Bung 2pk","Wilko","Airlock",NA,"1","2 Pack",NA,NA,NA,NA,NA,NA,0.93
"KIT","HOM","309419","Wilko Brewing Sugar 1kg","Wilko","Sugar",NA,NA,"1kg",NA,NA,NA,NA,NA,NA,0.86
"KIT","HOM","318711","Wilko Plastic Topped Corks","Wilko","Corks",NA,"12pk",NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","HOM","318922","Wilko Gervin English  Ale Yeast 11g","Wilko","Yeast",NA,NA,"11g",NA,NA,NA,NA,NA,NA,0.86
"KIT","HOM","321285","Wilko Straight Wine Bottle Corks 30pk","Wilko","Corks",NA,"1","30 Pack",NA,NA,NA,NA,NA,NA,0.93
"KIT","HOM","323176","Wilko Rose Wine Making KitMakes 6 Bottles","Wilko","Rose Wine Making Kits",NA,"6pcs","6 Bottles",NA,NA,NA,NA,NA,NA,0.93
"KIT","HOM","351554","Wine Shrink Capsules 30 pack","Wilko","Shrink Capsules",NA,"1","30 Pack",NA,NA,NA,NA,NA,NA,0.88
"KIT","HOM","351555","Demijohn Brush","Wilko","Brushes",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.81
"KIT","HOM","351556","Wilko Express Wine Yeast Compound 50g","Wilko","Yeast",NA,"1","50g",NA,NA,NA,NA,NA,NA,0.93
"KIT","HOM","351560","Wilko Wine Tannin 50g","Wilko","Tannin",NA,"1","50g",NA,NA,NA,NA,NA,NA,0.93
"KIT","HOM","351583","Gervin Cider Yeast 5g Sachet","Wilko","Yeast",NA,"1","5g",NA,NA,NA,NA,NA,NA,0.88
"KIT","HOM","441125","Wilko C02 Bulb Holder 2pk","Wilko","CO2",NA,"2",NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","HOM","441126","Wilko Stick on Thermometer Strip 2pk","Wilko","Thermometer",NA,"2",NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","HOM","441127","Wilko Bottling Wand with Tap","Wilko","Bottling Wand ",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","HOM","441128","Wilko Replacement Tap and Seal","Wilko","Tap and Seal",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","HOM","441129","Wilko Hand Corker","Wilko","Corks",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","HOM","453041","Kitchen Craft Chalk Board Lables with Chalk 12pk","Wilko","Decorative Lables",NA,"12pk",NA,NA,NA,NA,NA,NA,NA,0.8625
"KIT","HOM","67533","Wilko White Grape Concentrate 220g","Wilko","Grape Concentrate",NA,"1","220g",NA,NA,NA,NA,NA,NA,0.93
"KIT","HOM","67534","Wilko Red Grape Concentrate 220g","Wilko","Grape Concentrate",NA,"1","220g",NA,NA,NA,NA,NA,NA,0.93
"KIT","HOM","75914","Wilko Wine Bottles Green  6pk","Wilko","Bottles",NA,"6pk","750ml",NA,NA,NA,NA,NA,NA,0.93
"KIT","MSP","451211","Dragon Storage Box Small With Carry Handle","Heidrun",NA,NA,"1","38x35x25 cm",NA,NA,NA,NA,"Plastic",NA,0.833333333333333
"KIT","MUG","447391","Le'Xpress Infuser Teapot Stainless Steel and Glass","Kitchen Kraft","Teapot",NA,"1","9.5 x 15 x 20cm",NA,NA,NA,NA,NA,NA,0.88
"KIT","MUG","447394","Le'Xpress Espresso Maker Italian Style 6 Cup","Kitchen Kraft","Espresso Maker",NA,"1","6 Cup",NA,NA,NA,NA,NA,NA,0.88
"KIT","MUG","206676","Wilko Best White Bone China Mug","Wilko","Mugs","White","1",NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","MUG","242484","Wilko Mug Tree Chrome Plated","Wilko","Mug Trees","Silver","1",NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","MUG","316153","Wilko Glass Latte Mug","Wilko","Mugs","Clear","1",NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","MUG","317517","Wilko Breakfast Tray","Wilko","Trays","Multi",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","MUG","328586","Wilko Bamboo Mug Tree","Wilko","Mug Trees","Brown","1",NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","MUG","409318","Wilko Glass Cafetiere 350ml","Wilko","Cafetiere and Coffee Pots",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","MUG","409319","Wilko Glass Cafetiere 800ml","Wilko","Cafetiere and Coffee Pots",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","MUG","427964","Wilko Non Slip Tray","Wilko","Trays",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","MUG","427974","Wilko Ugly Mug Pint Mug","Wilko","Mugs",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"KIT","MUG","435901","Wilko Cuppa and Coffee Embossed Mug","Wilko","Mugs",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","MUG","435902","Wilko Latte and Cappuccino Design Mug","Wilko","Mugs",NA,"1","8.5cm x 9.5cm x 10.2 cm",NA,NA,NA,NA,NA,NA,0.93
"KIT","MUG","435905","Wilko Mum Mug","Wilko","Mugs",NA,"1","8cm, 8.5cm",NA,NA,NA,NA,NA,NA,0.93
"KIT","MUG","435906","Wilko Dad Mug","Wilko",NA,NA,"1","8cm, 8.5cm",NA,NA,NA,NA,NA,NA,0.86
"KIT","MUG","435907","Wilko Grandad Mug","Wilko","Mugs",NA,"1","8cm, 8.5cm",NA,NA,NA,NA,NA,NA,0.93
"KIT","MUG","435908","Wilko Grandma Mug","Wilko","Mugs",NA,"1","8cm, 8.5cm",NA,NA,NA,NA,NA,NA,0.93
"KIT","MUG","435909","Wilko Best Friend Mug","Wilko","Mugs",NA,"1","8cm, 8.5cm",NA,NA,NA,NA,NA,NA,0.93
"KIT","MUG","435910","Wilko And Mug","Wilko","Mugs",NA,"1","8cm, 8.5cm",NA,NA,NA,NA,NA,NA,0.93
"KIT","MUG","435911","Wilko Brother Mug","Wilko","Mugs",NA,"1","8cm, 8.5cm",NA,NA,NA,NA,NA,NA,0.93
"KIT","MUG","435912","Wilko Sister Mug","Wilko","Mugs",NA,"1","8cm, 8.5cm",NA,NA,NA,NA,NA,NA,0.93
"KIT","MUG","435913","Wilko Blue Tit Mug","Wilko","Mugs",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"KIT","MUG","435914","Wilko Robin Mug","Wilko","Mugs",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"KIT","MUG","435915","Wilko Morroccan Dash Design Mug Teal","Wilko","Mugs",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"KIT","MUG","435918","Wilko Morroccan Dash Design Mug Blue","Wilko","Mugs",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"KIT","MUG","435923","Wilko Spot Mug Blue","Wilko","Mugs",NA,"1","10cm, 9cm",NA,NA,NA,NA,NA,NA,0.93
"KIT","MUG","435924","Wilko Stripe Mug Blue","Wilko","Mugs",NA,"1","10cm, 9cm",NA,NA,NA,NA,NA,NA,0.93
"KIT","MUG","435925","Wilko Wildlife Mug","Wilko","Mugs",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"KIT","MUG","435926","Wilko Cat Mug","Wilko","Mugs",NA,"1","8cm, 8.5cm",NA,NA,NA,NA,NA,NA,0.93
"KIT","MUG","435927","Wilko Dog Mug","Wilko","Mugs",NA,"1","8cm, 8.5cm",NA,NA,NA,NA,NA,NA,0.93
"KIT","MUG","450271","Wilko Mug 2-Tone Black","Wilko","Mugs",NA,"1","10.3cm x 7.6cm",NA,NA,NA,NA,NA,NA,0.93
"KIT","MUG","450272","Wilko Mug 2-Tone Green","Wilko","Mugs",NA,"1","10.3cm x 7.6cm",NA,NA,NA,NA,NA,NA,0.93
"KIT","MUG","450273","Wilko Mug 2-Tone Grey","Wilko","Mugs",NA,"1","10.3cm x 7.6cm",NA,NA,NA,NA,NA,NA,0.93
"KIT","MUG","450274","Wilko Mug 2-Tone Dark Blue","Wilko","Mugs",NA,"1","10.3cm x 7.6cm",NA,NA,NA,NA,NA,NA,0.93
"KIT","MUG","450275","Wilko Mug 2-Tone Purple","Wilko","Mugs",NA,"1","10.3cm x 7.6cm",NA,NA,NA,NA,NA,NA,0.93
"KIT","MUG","450276","Wilko Mug 2-Tone Red","Wilko","mugs",NA,"1","10.3cm x 7.6cm",NA,NA,NA,NA,NA,NA,0.93
"KIT","MUG","450532","Wilko Mug Chocolate Slogan","Wilko","Mugs",NA,"1","11cm x 8cm x 12cm",NA,NA,NA,NA,NA,NA,0.93
"KIT","MUG","451170","Wilko Tray Round Silver","Wilko","Trays",NA,"1","35cm",NA,NA,NA,NA,NA,NA,0.93
"KIT","OTT","205101","Pyrex Classic Measuring Jug 1L","Pyrex","Jugs","Clear",NA,"1L",NA,NA,NA,NA,NA,NA,0.93
"KIT","OTT","435751","Pyrex Measuring Jug 0.25L","Pyrex","Jugs",NA,"1","0.25L",NA,NA,NA,NA,NA,NA,0.93
"KIT","OTT","435752","Pyrex Non Handled Measuring Jug 0.5L","Pyrex","Jugs",NA,"1","500ml",NA,NA,NA,NA,NA,NA,0.93
"KIT","OTT","52851","Pyrex Round Casserole Dish Small","Pyrex","Casserole","Clear",NA,"1L",NA,NA,NA,NA,NA,NA,0.93
"KIT","OTT","950540","Pyrex Classic Casserole Dish 1.6L","Pyrex","Casserole","Clear",NA,"1.6L",NA,NA,NA,NA,NA,NA,0.93
"KIT","OTT","228764","Wilko Oval Dish White 23 x 14cm","Wilko","Roaster","White",NA,"23x14cm",NA,NA,NA,NA,NA,NA,0.93
"KIT","OTT","242803","Wilko Square Roaster With Handles 22cm","Wilko","Roaster","Clear",NA,"22x22cm",NA,NA,NA,NA,NA,NA,0.93
"KIT","OTT","242804","Wilko Oval Roaster 26cm","Wilko","Roaster","Clear",NA,"26cm",NA,NA,NA,NA,NA,NA,0.93
"KIT","OTT","414763","Wilko Utility Oval Individual Pie Dish 18cm","Wilko","Pie Dish",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"KIT","OTT","414764","Wilko Utility Rectangular Roaster 22cm","Wilko","Roaster",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"KIT","OTT","414765","Wilko Utility Rectangular Roaster 25cm","Wilko","Roaster",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"KIT","OTT","416855","Wilko Utility Roaster Large 2.8L","Wilko","Roaster",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"KIT","OTT","416856","Wilko Utility Round Pie Dish 24cm","Wilko","Pie Dish",NA,NA,"24cm",NA,NA,NA,NA,NA,NA,0.86
"KIT","OTT","416858","Wilko Utility Casserole Dish 2.4L","Wilko","Casserole",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","OTT","453016","Wilko Casserole Dish Round Grey and White","Wilko","Casserole","Multi","1",NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","OTT","453019","Wilko Square Roaster Grey and White 36cm","Wilko","Roaster","Multi","1",NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","PLA","141713","Wilko Stainless Steel Roll Top Bread Bin","Wilko","Bread Bins","Metal","1",NA,NA,NA,NA,NA,"Stainless Steel",NA,0.9
"KIT","PLA","161629","Wilko Large Dish Drainer Chrome Effect","Wilko","Dish Drainers","Metal",NA,"Large",NA,NA,NA,NA,NA,NA,0.93
"KIT","PLA","161631","Wilko Stainless Steel Kitchen PedalBin 12L","Wilko","Pedal Bins",NA,NA,"12L",NA,"12L",NA,NA,NA,NA,0.883333333333333
"KIT","PLA","165744","Pedal Bin Stainless Steel 30L","Wilko","Pedal Bins","Metal",NA,"30L",NA,"30L",NA,NA,NA,NA,0.891666666666667
"KIT","PLA","206517","Wilko Stainless Steel Utensil Holder","Wilko","Utensil Holder","Metal","1",NA,NA,NA,NA,NA,"Stainless Steel",NA,0.9
"KIT","PLA","242485","Wilko Chrome Effect Kitchen Roll Holder","Wilko","Kitchen Towel Holders","Silver","1",NA,NA,NA,NA,NA,"Chrome Plated",NA,0.9
"KIT","PLA","290346","Wilko Pedal Bin Black 30L","Wilko","Pedal Bins","Black",NA,"30L",NA,"30L",NA,NA,NA,NA,0.941666666666667
"KIT","PLA","290351","Wilko Pedal Bin Cream 30L","Wilko","Pedal Bins","Cream",NA,"30L",NA,"30L",NA,NA,NA,NA,0.941666666666667
"KIT","PLA","317174","Wilko Platinum Cutlery Tray Large","Wilko","Cutlery Trays","Metal",NA,"Large",NA,NA,NA,NA,NA,NA,0.93
"KIT","PLA","317186","Wilko Washing Up Bowl Angora","Wilko","Bowls","Cream",NA,"9.5L",NA,NA,NA,NA,NA,NA,0.93
"KIT","PLA","317187","Wilko Dish Drainer Angora Large","Wilko","Dish Drainers","Cream",NA,"Large",NA,NA,NA,NA,NA,NA,0.93
"KIT","PLA","317188","Wilko Cutlery Tray Angora Large","Wilko","Cutlery Trays","Cream",NA,"Large",NA,NA,NA,NA,NA,NA,0.93
"KIT","PLA","317209","Wilko Colourplay Bowl Purple","Wilko","Bowls","Purple",NA,"9.5L",NA,NA,NA,NA,NA,NA,0.93
