"PSA_1","PSA_2","Article","Web Description","Brand","Type","Colour","Power","Pack Qty","Size","Age","Material","Model Number","Capacity","Washable","Assembly","DQ Score"
"DIY","ROP","344293","Eliza Tinsley Webbing Handi Reel Black 15m","Wilko","Rope, Chain and Webbing",NA,NA,"1","15m",NA,NA,NA,NA,NA,NA,0.88
"DIY","ROP","344297","Eliza Tinsley Webbing Handi Reel Yellow 15m","Wilko","Rope, Chain and Webbing",NA,NA,NA,"15m",NA,NA,NA,NA,NA,NA,0.81
"DIY","ROP","344301","Eliza Tinsley Shock Cord Handi Reel White 15m","Wilko","Rope, Chain and Webbing",NA,NA,"1","15m",NA,NA,NA,NA,NA,NA,0.88
"DIY","ROP","344332","Eliza Tinsley Carbine Hooks Quick Release Zinc50mm 2pk","Wilko","Hooks and Loops",NA,NA,"2pk","50mm",NA,NA,NA,NA,NA,NA,0.833333333333333
"DIY","ROP","344359","Eliza Tinsley Wire Rope Grips Bright Zinc 4pk","Wilko","Rope, Chain and Webbing",NA,NA,"4pk",NA,NA,NA,NA,NA,NA,NA,0.81
"DIY","SCR","435416","Rawlplug Multi Purpose Plug Grey48pk","Rawlplug","Rawlplug",NA,NA,"48",NA,NA,"Plastic",NA,NA,NA,NA,0.883333333333333
"DIY","SCR","435417","Rawlplug Plasterboard 7 x 35mm Grey10pk","Rawlplug","Rawlplug",NA,NA,"40","7mm",NA,"Plastic",NA,NA,NA,NA,0.941666666666667
"DIY","SCR","435418","Rawlplug Self Drive Fixing Nylon 4. 5 x 30mm6pk","Rawlplug","Rawlplug",NA,NA,"6","4.5 x 30mm",NA,"Steel and Nylon",NA,NA,NA,NA,0.941666666666667
"DIY","SCR","435419","Rawlplug Self Drive Fixing Metal 4. 5 x 35mm6pk","Rawlplug","Rawlplug",NA,NA,"6","4.5 x 30mm",NA,"Steel",NA,NA,NA,NA,0.941666666666667
"DIY","SCR","435420","Rawlplug Polytoggle Fixing 10 x 35mm5pk","Rawlplug","Rawlplug",NA,NA,"5pk","10 x 35mm",NA,"Steel and Plastic",NA,NA,NA,NA,0.941666666666667
"DIY","SCR","435421","Rawlplug Interset for Hollow Walls M4 x 38mm6pk","Rawlplug","Rawlplug",NA,NA,"6","4 x 38mm",NA,"Steel",NA,NA,NA,NA,0.941666666666667
"DIY","SCR","435423","Rawlplug Spring Toggle Fixing M5 x 50mm6pk","Rawlplug","Fixings",NA,NA,"6","5 x 50mm",NA,"Steel",NA,NA,NA,NA,0.941666666666667
"DIY","SCR","435424","Rawlplug Hammer Fixing Nylon 8 x 80mm10pk","Rawlplug","Fixings",NA,NA,"10","8 x 80mm",NA,"Steel and Plastic",NA,NA,NA,NA,0.941666666666667
"DIY","SCR","435425","Rawlplug Hammer Fixing Nylon 8 x 100mm10pk","Rawlplug","Fixings",NA,NA,"10","8 x 100mm",NA,"Steel and Plastic",NA,NA,NA,NA,0.941666666666667
"DIY","SCR","435426","Rawlplug Frame Fixing Nylon 8 x 80mm6pk","Rawlplug","Fixings",NA,NA,"6","8 x 80mm",NA,"Steel and Plastic",NA,NA,NA,NA,0.941666666666667
"DIY","SCR","435427","Rawlplug Frame Fixing Nylon 10 x 100mm4pk","Rawlplug","Fixings",NA,NA,"4","10 x 100mm",NA,"Steel and Plastic",NA,NA,NA,NA,0.941666666666667
"DIY","SCR","435434","Rawlplug Assorted Fixings Assorted Sizes300pk","Rawlplug","Fixings",NA,NA,"300",NA,NA,"Plastic",NA,NA,NA,NA,0.883333333333333
"DIY","SCR","437123","Rawlplug Universal Fixing Assorted Sizes144pk","Rawlplug","Rawlplug",NA,NA,"144",NA,NA,"Plastic",NA,NA,NA,NA,0.883333333333333
"DIY","SCR","435402","Screw Tite Wall Fixings 4.0 x 40mm10pk","TITE","Fixings",NA,NA,"10","4 x 40mm",NA,"Steel and Plastic",NA,NA,NA,NA,0.941666666666667
"DIY","SCR","435403","Screw Tite Cavity Fixings 4.0 x 40mm10pk","TITE","Fixings",NA,NA,"10","4 x 40mm",NA,"Steel and Plastic",NA,NA,NA,NA,0.941666666666667
"DIY","SCR","435404","Exterior Tite Wall Fixing 4.0 x 40mm10pk","TITE","Fixings",NA,NA,"10","4 x 40mm",NA,"Steel and Plastic",NA,NA,NA,NA,0.941666666666667
"DIY","SCR","160956","Wilko Veneer Pins Steel 15mm 50g","Wilko","Veneer Pin",NA,NA,"1","50gx15mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SCR","160957","Wilko Veneer Pins Steel 20mm 50g","Wilko","Veneer Pin",NA,NA,"1","50gx20mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SCR","160958","Wilko Panel Pin Steel  15mm 60g","Wilko","Panel Pin",NA,NA,"1","60gx15mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SCR","160959","Wilko Panel Pin Steel 20mm 60g","Wilko","Panel Pin",NA,NA,NA,"60gx20mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","SCR","160960","Wilko Panel Pin Steel 25mm 60g","Wilko","Panel Pin",NA,NA,"1","60gx25mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SCR","160961","Wilko Panel Pin Steel 40mm 60g","Wilko","Panel Pin",NA,NA,"1","60gx40mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SCR","160962","Wilko Blue Cut Tack 13mm 50g","Wilko","Tacks",NA,NA,NA,"50gx13mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","SCR","160964","Wilko Blue Cut Tack 25mm 50g","Wilko","Tacks",NA,NA,NA,"50gx25mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","SCR","160965","Wilko Carpet Tack 32mm 50g","Wilko","Tacks",NA,NA,NA,"50gx32mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","SCR","160966","Wilko Netting Staple Galvanised 15mm 50g","Wilko","Staples",NA,NA,"1","50gx15mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SCR","160968","Wilko Netting Staple Galvanised 20mm 50g","Wilko","Staples",NA,NA,NA,"50gx20mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","SCR","160974","Wilko Clout Nail Galvanised 20mm 250g","Wilko","Nails",NA,NA,NA,"250gx20mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","SCR","160977","Wilko Wire Nail Round Head 25mm 300g","Wilko","Nails",NA,NA,NA,"300gx25mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","SCR","160980","Wilko Wire Nail Round Head 40mm 300g","Wilko","Nails",NA,NA,"1","300gx40mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SCR","160984","Wilko Wire Nail Round Head 50mm 300g","Wilko","Nails",NA,NA,NA,"300gx50mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","SCR","160985","Wilko Wire Nail Round Head 65mm 300g","Wilko","Nails",NA,NA,NA,"300gx65mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","SCR","160991","Wilko Wire Nail Oval Head 25mm 300g","Wilko","Nails",NA,NA,NA,"300gx25mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","SCR","161001","Wilko Wire Nail Oval Head 40mm  300g","Wilko","Nails",NA,NA,"1","300gx40mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SCR","161017","Wilko Clout Nail Clout Galvanised 40mm 300g","Wilko","Nails",NA,NA,"1","250gx40mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SCR","161018","Wilko Masonry Nail Zinc Plated 25mm 25pk","Wilko","Nails",NA,NA,"25pk","25mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SCR","161047","Wilko Masonry Nail Zinc Plated 40mm 25pk","Wilko","Nails",NA,NA,"25pk","40mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SCR","161048","Wilko Masonry Nail Zinc Plated 50mm 25pk","Wilko","Nails",NA,NA,"25pk","50mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SCR","161102","Wilko Woodscrew Slotted Round Head Black 20mm 8g15pk","Wilko","Screws and Caps",NA,NA,"15pk","8gx20mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SCR","161107","Wilko Woodscrew Slotted Round Head Black 25mm 10g10pk","Wilko","Screws and Caps",NA,NA,"10pk","10gx25mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SCR","161111","Wilko Chipboard Countersunk Pozi Head Screw Zinc13mm 4g 35pk","Wilko","Screws and Caps",NA,NA,"35pk","4gx13mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SCR","161115","Wilko Chipboard Countersunk Pozi Head Screw Zinc15mm 6g 25pk","Wilko","Screws and Caps",NA,NA,"25pk","6gx15mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SCR","161117","Wilko Chipboard Countersunk Pozi Head Screw Zinc20mm 6g 20pk","Wilko","Screws and Caps",NA,NA,"20pk","6gx20mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SCR","161122","Wilko Power Drive Pozi Head Screw Black 25mm 6g15pk","Wilko","Screws and Caps",NA,NA,"15pk","6gx25mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SCR","161135","Wilko Power Drive Pozi Head Screw Black 45mm 8g8pk","Wilko","Screws and Caps",NA,NA,"8pk","8gx45mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SCR","161137","Wilko Countersunk Woodscrew Slotted Brass 13mm 4g20pk","Wilko","Screws and Caps",NA,NA,"20pk","4gx13mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SCR","161138","Wilko  M8 Flat Washer Zinc Plated 12pk","Wilko","Washers",NA,NA,"12pk","M8",NA,NA,NA,NA,NA,NA,0.93
"DIY","SCR","161141","Wilko Countersunk Woodscrew Slotted Brass 15mm 4g18pk","Wilko","Screws and Caps",NA,NA,"18pk","4gx15mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SCR","161153","Wilko Round Washer Zinc Plated 30mm 8g 4pk","Wilko","Washers",NA,NA,"4pk","8gx30mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SCR","161181","Wilko Countersunk Woodscrew Slotted Brass 40mm10g 6pk","Wilko","Screws and Caps",NA,NA,"6pk","10gx40mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SCR","161215","Wilko Roofing Bolt and Square Nut Zinc Plated M6x 12mm","Wilko","Nuts and Bolts",NA,NA,"6pk","M6x12mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SCR","161223","Wilko Roofing Bolt and Square Nut Zinc Plated M6x 50mm 6pk","Wilko","Nuts and Bolts",NA,NA,"6pk","M6x50mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SCR","161231","Wilko Round Head Woodscrew Slotted Brass 20mm 6g12pk","Wilko","Screws and Caps",NA,NA,"12pk","6gx20mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SCR","161239","Wilko Round Head Woodscrew Slotted Brass 40mm 8g6pk","Wilko","Screws and Caps",NA,NA,"6pk","8gx40mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SCR","161637","Wilko Wing Nut Zinc Plated M6 4pk","Wilko","Nuts and Bolts",NA,NA,"4pk","M6",NA,NA,NA,NA,NA,NA,0.93
"DIY","SCR","190349","Wilko Screwcaps Pozi Head White 20pk","Wilko","Screws and Caps",NA,NA,"20pk",NA,NA,NA,NA,NA,NA,NA,0.86
"DIY","SCR","343890","Wilko Multi Purpose Woodscrew 38mm 8g 300pk","Wilko","Screws and Caps",NA,NA,"500pk","8gx38mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SCR","343892","Wilko Anti Corosion Decking Screw Green 200pk","Wilko","Screws and Caps",NA,NA,"200pk",NA,NA,NA,NA,NA,NA,NA,0.86
"DIY","SCR","343894","Wilko Multi Purpose Woodscrew 50mm 10g 300pk","Wilko","Screws and Caps",NA,NA,"300pk","10gx50mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SCR","343902","Wilko Wire Nail Round Head 100mm 1kg","Wilko","Nails",NA,NA,NA,"1kg",NA,NA,NA,NA,NA,NA,0.86
"DIY","SCR","345058","Wilko Screw Eye Zinc Plated 55mm 1pk","Wilko","Screws and Caps",NA,NA,NA,"55mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","SCR","345060","Wilko Screw Caps White 20pk","Wilko","Screws and Caps",NA,NA,"20pk",NA,NA,NA,NA,NA,NA,NA,0.86
"DIY","SCR","345084","Wilko Antique Upholstery Nail 50pk","Wilko","Nails",NA,NA,"50pk",NA,NA,NA,NA,NA,NA,NA,0.86
"DIY","SCR","345085","Wilko Upholstery Nail Brass Effect 50pk","Wilko","Nails",NA,NA,"50pk",NA,NA,NA,NA,NA,NA,NA,0.86
"DIY","SCR","345505","Wilko Spring Washer 6mm 10pk","Wilko","Washers",NA,NA,"10pk","6mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SCR","435407","Wilko Home Repair Kit","Wilko","Home Repair Kit",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"DIY","SCR","435408","Wilko Clout Nails 20mm Tub 500g","Wilko","Nails",NA,NA,NA,"500g",NA,NA,NA,NA,NA,NA,0.86
"DIY","SCR","435409","Wilko Fence Repair Kit","Wilko","Fence Repair Kit",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"DIY","SCR","437113","Wilko Wall Fixing 5mm Yellow100pk","Wilko","Fixings",NA,NA,"100","5mm",NA,"Steel and Plastic",NA,NA,NA,NA,0.941666666666667
"DIY","SCR","437114","Wilko Regular Fixing  6mm Brown40pk","Wilko","Fixings",NA,NA,"44",NA,NA,"Plastic",NA,NA,NA,NA,0.883333333333333
"DIY","SCR","437117","Wilko Heavy Duty Wall Fixing 7mm Brown20pk","Wilko","Fixings","Brown",NA,"22",NA,NA,"Plastic",NA,NA,NA,NA,0.941666666666667
"DIY","SCR","437118","Wilko Assorted Fixing Assorted Sizes100pk","Wilko","Fixings",NA,NA,"100",NA,NA,"Plastic",NA,NA,NA,NA,0.883333333333333
"DIY","SCR","437121","Wilko Multi Purpose Fixing Assorted Sizes Grey48pk","Wilko","Fixings",NA,NA,"48",NA,NA,"Plastic",NA,NA,NA,NA,0.883333333333333
"DIY","SCR","4603548","Wilko Screw Hooks 100mm1pk","Wilko","Screw Hooks",NA,NA,"1","100mm",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","SCR","343678","Wilko Best Woodscrew 3.5 x 15mm 30pk","Wilko Best","Screws and Caps",NA,NA,"1","3.5x15mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SCR","343679","Wilko Best Woodscrew 4.5 x 50mm 12pk","Wilko Best","Screws and Caps",NA,NA,"1","4.5x50mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SCR","343680","Wilko Best Woodscrew 3.5 x 20mm 20pk","Wilko Best","Screws and Caps",NA,NA,NA,"3.5x20mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","SCR","343681","Wilko Best Woodscrew 3.5 x 25mm 20pk","Wilko Best","Screws and Caps",NA,NA,NA,"3.5x25mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","SCR","343683","Wilko Best Woodscrew 3.5 x 30mm 20pk","Wilko Best","Screws and Caps",NA,NA,"20","3.5x30mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SCR","343684","Wilko Best Woodscrew 3.5 x 40mm 20pk","Wilko Best","Screws and Caps",NA,NA,NA,"3.5x40mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","SCR","343685","Wilko Best Woodscrew 4 x 20mm 20pk","Wilko Best","Screws and Caps",NA,NA,NA,"4x20mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","SCR","343686","Wilko Best Woodscrew 4 x 60mm 12pk","Wilko Best","Screws and Caps",NA,NA,NA,"4x60mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","SCR","343687","Wilko Best Woodscrew 4  x 30mm 15pk","Wilko Best","Screws and Caps",NA,NA,NA,"4x30mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","SCR","343688","Wilko Best Woodscrew 4 x 40mm 15pk","Wilko Best","Screws and Caps",NA,NA,NA,"4x40mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","SCR","343689","Wilko Best Woodscrew 4 x 35mm 15pk","Wilko Best","Screws and Caps",NA,NA,NA,"4x35mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","SCR","343713","Wilko Best Woodscrew 4 x 50mm 12pk","Wilko Best","Screws and Caps",NA,NA,NA,"4x50mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","SCR","343855","Wilko Best Woodscrew 4.5 x 60mm 10pk","Wilko Best","Screws and Caps",NA,NA,NA,"4.5x60mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","SCR","343870","Wilko Best Woodscrew 5 x 40mm 12pk","Wilko Best","Screws and Caps",NA,NA,"1","5x40mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SCR","343883","Wilko Best Woodscrew 5 x 50mm 12pk","Wilko Best","Screws and Caps",NA,NA,NA,"5x50mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","SCR","343884","Wilko Best Woodscrew 5 x 60mm 10pk","Wilko Best","Screws and Caps",NA,NA,NA,"5x60mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","SCR","343885","Wilko Best Woodscrew 5 x 70mm 10pk","Wilko Best","Screws and Caps",NA,NA,NA,"5x70mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","SCR","343886","Wilko Best Woodscrew 4.5 x 40mm 15pk","Wilko Best","Screws and Caps",NA,NA,"1","4.5x40mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SCR","343887","Wilko Best Woodscrew 6 x 80mm 6pk","Wilko Best","Screws and Caps",NA,NA,"1","6x80mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SCR","343889","Wilko Best Woodscrew 6 x 100mm 8pk","Wilko Best","Screws and Caps",NA,NA,"1","6x100mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SCR","345082","Wilko Wood Screw 60mm 8pk","Wilko Best","Screws and Caps",NA,NA,NA,"6x60mm",NA,NA,NA,NA,NA,NA,0.81
"DIY","SEC","162346","EI Carbon Monoxide Alarm Part Number 204EN","Ei Electronics","Smoke and Carbon Monoxide Alarms",NA,"Battery","1",NA,NA,NA,NA,NA,NA,NA,0.88
"DIY","SEC","232730","EI Electronics Smoke Alarm with Escape Light","Ei Electronics","Smoke and Carbon Monoxide Alarms",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.81
"DIY","SEC","276217","EI Electronics Smoke Alarm Twin Pack","Ei Electronics","Smoke and Carbon Monoxide Alarms",NA,"Battery","2pk",NA,NA,NA,NA,NA,NA,NA,0.93
"DIY","SEC","342843","EI Carbon Monoxide Memory Alarm","Ei Electronics","Smoke and Carbon Monoxide Alarms",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.81
"DIY","SEC","61895","EI Electronics Standard Smoke Alarm","Ei Electronics","Smoke and Carbon Monoxide Alarms",NA,"Battery","1",NA,NA,NA,NA,NA,NA,NA,0.93
"DIY","SEC","343302","Master Lock Laminated Steel Padlock 45mm","Master Lock","Padlocks",NA,NA,"1","45mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SEC","343306","Master Lock Stainless Steel Round Padlock 70mm","Master Lock","Padlocks",NA,NA,"1","70mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SEC","343315","Master Lock Aluminium Combination Padlock 40mm","Master Lock","Padlocks",NA,NA,"1","40mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SEC","343379","Master Lock Solid Aluminium PadlockExtra Long 50mm","Master Lock","Padlocks",NA,NA,"1","50mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SEC","343381","Master Lock Solid Aluminium Padlock 40mm","Master Lock","Padlocks",NA,NA,"1","40mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SEC","343383","Master Lock Solid Aluminium Padlock 30mm","Master Lock","Padlocks",NA,NA,"1","30mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SEC","343385","Master Lock Nylon Covered  Combination Steel Chain0.9m x 8mm","Master Lock","Security Chain",NA,NA,NA,"0.9x8mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","SEC","343393","Master Lock Solid Aluminium Padlocks 20mm 2pk","Master Lock","Padlocks",NA,NA,"2","2x20mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SEC","448862","Burg-Wächter  Key Locking Safe P1S","Sterling","Safe","Black",NA,NA,"Small",NA,NA,"P1 S",NA,NA,NA,0.891666666666667
"DIY","SEC","448863","Burg-Wächter Key Locking Safe P2S","Sterling","Safe","Black",NA,NA,"Medium",NA,NA,"P2S",NA,NA,NA,0.891666666666667
"DIY","SEC","448864","Burg-Wächter Key Locking Safe P3S","Sterling","Safe","Black",NA,NA,"Large",NA,NA,"P3S",NA,NA,NA,0.891666666666667
"DIY","SEC","448865","Burg-Wächter Electronic Keypad Safe P1 E","Sterling","Safe","Black",NA,NA,"Small",NA,NA,"P1E",NA,NA,NA,0.891666666666667
"DIY","SEC","448866","Burg-Wächter Electronic Keypad Safe P2 E","Sterling","Safe","Black",NA,NA,"Medium",NA,NA,"P2E",NA,NA,NA,0.891666666666667
"DIY","SEC","448867","Burg-Wächter Electronic Keypad Safe P3 E","Sterling","Safe","Black",NA,NA,"P3E",NA,NA,NA,NA,NA,NA,0.833333333333333
"DIY","SEC","448868","Burg-Wächter Electric Keypad Safe P4 E","Sterling","Safe","Black",NA,NA,"Extra Large",NA,NA,"P4E",NA,NA,NA,0.891666666666667
"DIY","SEC","448869","Burg-Wächter  Finger Scan Lock Safe P2","Sterling","Safe","Black",NA,NA,"Medium",NA,NA,"P2",NA,NA,NA,0.891666666666667
"DIY","SEC","448870","Burg-Wächter Finger Scan Lock Safe P3","Sterling","Safe","Black",NA,NA,"Large",NA,NA,"P3E FS",NA,NA,NA,0.891666666666667
"DIY","SEC","448871","Burg-Wächter Finger Scan Lock Safe P4","Sterling","Safe","Black",NA,NA,"Extra Large",NA,NA,"P4EFS",NA,NA,NA,0.891666666666667
"DIY","SEC","448872","Burg-Wächter Electronic Keypad Laptop Sf","Sterling","Safe","Black",NA,NA,NA,NA,NA,"P3E LAP",NA,NA,NA,0.833333333333333
"DIY","SEC","448873","Burg-Wächter Finger Scan Laptop Safe","Sterling","Safes","Black",NA,NA,NA,NA,NA,"P3E FS LAP",NA,NA,NA,0.833333333333333
"DIY","SEC","154207","Wilko Brass Double Locking Padlock 60mm","Wilko","Padlocks",NA,NA,NA,"60mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","SEC","154208","Wilko Brass Double Locking Padlock 40mm2pk","Wilko","Padlocks",NA,NA,"2pk","40mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SEC","154213","Wilko Laminated Double Locking Padlock 50mm","Wilko","Padlocks",NA,NA,"1","50mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SEC","188000","Wilko Hasp and Staple 100mm","Wilko","Hasp and Staple",NA,NA,"1","100mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SEC","188001","Wilko Hasp and Staple 115mm","Wilko","Hasp and Staple",NA,NA,"1","115mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SEC","258320","Wilko Key Minder","Wilko","Key Holders",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"DIY","SEC","276222","Wilko Key Cabinet with Combination Lock Black","Wilko","Key Holders",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"DIY","SEC","307597","Wilko Aluminium Combination Padlock 30mm","Wilko","Padlocks",NA,NA,NA,"30mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","SEC","343328","Wilko 4 Dial Combination Padlock 40mm","Wilko","Padlocks",NA,NA,"1","40mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SEC","343330","Wilko Padlock Aluminium 20mm Assorted Colours4pk","Wilko","Padlocks",NA,NA,"4pk","20mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SEC","343332","Wilko Padlock Aluminium 40mm","Wilko","Padlocks",NA,NA,"1","40mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SEC","343335","Wilko Weatherproof Aluiminium Padlock 48mm","Wilko","Padlocks",NA,NA,NA,"48mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","SEC","343336","Wilko Weatherproof Aluminium Padlock 57mm","Wilko","Padlocks",NA,NA,"1","57mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SEC","343339","Wilko Security Chain 4  x 60mm PVC Sleeve","Wilko","Security Chain",NA,NA,NA,"4x60mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","SEC","343853","Wilko  Portable Standard Door Chime","Wilko","Door Bells and Chimes",NA,NA,"1","L7 x W3.5 x H9.8cm, L2.8 x W1.7 x H7.8cm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SEC","343868","Wilko  Plug In Standard Door Chime","Wilko","Door Bells and Chimes",NA,NA,"1","L7 x W6.6 x H9.8cm, L2.8 x W1.7 x H7.8cm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SEC","343869","Wilko Portable Standard Twin Door Chime","Wilko","Door Bells and Chimes",NA,NA,"1","L7 x W3.5 x H9.8cm, L2.8 x W1.7 x H7.8cm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SEC","343941","Wilko Standard Portable Plug In Twin Door Chime","Wilko","Door Bells and Chimes",NA,NA,"1","L7xW3.5xH9.8cm, L7xW6.6xH9.8cm, L2.8xW1.7xH7.8cm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SEC","343988","Wilko Standard Level  Push Bell","Wilko","Door Bells and Chimes",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"DIY","SEC","344086","Wilko Modern Port  Door Chime","Wilko","Door Bells and Chimes",NA,NA,"1","L8 x W2.7 x H12.5cm, L3 x W1.9 x H8cm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SEC","344087","Wilko Modern Plug In Door Chime","Wilko","Door Bells and Chimes",NA,NA,"1","L8 x W5.6 x H12cm, L3 x W1.9 x H8cm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SEC","344097","Wilko Modern Plug Through Door Chime","Wilko","Door Bells and Chimes",NA,NA,"1","L8 x W7.1 x H13.9cm, L3 x W1.9 x H8cm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SEC","344099","Wilko Modern Portable Plug In Twin Door Chime","Wilko","Door Bells and Chimes",NA,NA,"1","L8xW2.7xH12.5cm, L8xW5.6xH12cm, L3xW1.9xH8cm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SEC","344109","Wilko Modern Bell Push","Wilko","Door Bells and Chimes",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"DIY","SEC","425927","Sterling Keyminder Large","Wilko","Key Minder",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.81
"DIY","SEC","59358","Wilko Double Locking Padlock Brass 50mm","Wilko","Padlocks",NA,NA,NA,"50mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","SEC","59360","Wilko Locking Hasp 76mm","Wilko","Hasp and Staple",NA,NA,NA,"76mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","SEC","69112","Wilko Laminated Padlock Double Locking 40mm","Wilko","Padlocks",NA,NA,"1","40mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","SEC","72082","Wilko Brass Padlock Double Locking 30mm","Wilko","Padlocks",NA,NA,NA,"30mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","SEC","72083","Wilko Padlock Double Locking 40mm","Wilko","Padlocks",NA,NA,NA,"40mm",NA,NA,NA,NA,NA,NA,0.86
